gene	path	status	category	score	nuclear_score	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	has_images	parse_quality	reason
COG3	detail/nucleoplasm/COG3/COG3-evaluation.md	scored	nucleoplasm	60.8	4	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COG5	detail/nucleoplasm/COG5/COG5-evaluation.md	rejected	nucleoplasm		3	157	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COLCA2	detail/nucleoplasm/COLCA2/COLCA2-evaluation.md	scored	nucleoplasm	100	7	153	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COLGALT2	detail/nucleoplasm/COLGALT2/COLGALT2-evaluation.md	rejected	nucleoplasm		3	125	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COMMD1	detail/nucleoplasm/COMMD1/COMMD1-evaluation.md	scored	nucleoplasm	78.1	7	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COMMD10	detail/nucleoplasm/COMMD10/COMMD10-evaluation.md	scored	nucleoplasm	79.4	7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COMMD3	detail/nucleoplasm/COMMD3/COMMD3-evaluation.md	scored	nucleoplasm	72.8	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COMMD4	detail/nucleoplasm/COMMD4/COMMD4-evaluation.md	scored	nucleoplasm	78.3	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COMMD5	detail/nucleoplasm/COMMD5/COMMD5-evaluation.md	scored	nucleoplasm	79.4	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COMMD6	detail/nucleoplasm/COMMD6/COMMD6-evaluation.md	scored	nucleoplasm	76.7	7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COMMD8	detail/nucleoplasm/COMMD8/COMMD8-evaluation.md	scored	nucleoplasm	78.3	7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COMMD9	detail/nucleoplasm/COMMD9/COMMD9-evaluation.md	scored	nucleoplasm	80.0	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COPG1	detail/nucleoplasm/COPG1/COPG1-evaluation.md	scored	nucleoplasm	69.4	4	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COPRS	detail/nucleoplasm/COPRS/COPRS-evaluation.md	scored	nucleoplasm	71.1	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COPS2	detail/nucleoplasm/COPS2/COPS2-evaluation.md	scored	nucleoplasm	80.8	7	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COPS3	detail/nucleoplasm/COPS3/COPS3-evaluation.md	scored	nucleoplasm	80.8	7	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COPS5	detail/nucleoplasm/COPS5/COPS5-evaluation.md	rejected	nucleoplasm		7	167	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COPS6	detail/nucleoplasm/COPS6/COPS6-evaluation.md	scored	nucleoplasm	65.6	7	159	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COPS7A	detail/nucleoplasm/COPS7A/COPS7A-evaluation.md	scored	nucleoplasm	100	7	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COPS7B	detail/nucleoplasm/COPS7B/COPS7B-evaluation.md	scored	nucleoplasm	100	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COPS8	detail/nucleoplasm/COPS8/COPS8-evaluation.md	scored	nucleoplasm	100	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COPS9	detail/nucleoplasm/COPS9/COPS9-evaluation.md	scored	nucleoplasm	100	7	161	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COQ3	detail/nucleoplasm/COQ3/COQ3-evaluation.md	scored	nucleoplasm	49.7	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COQ5	detail/nucleoplasm/COQ5/COQ5-evaluation.md	scored	nucleoplasm	55.3	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COQ7	detail/nucleoplasm/COQ7/COQ7-evaluation.md	scored	nucleoplasm	56.7	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COTL1	detail/nucleoplasm/COTL1/COTL1-evaluation.md	scored	nucleoplasm	68.6	7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
COX15	detail/nucleoplasm/COX15/COX15-evaluation.md	scored	nucleoplasm	60.0	7	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPA3	detail/nucleoplasm/CPA3/CPA3-evaluation.md	rejected	nucleoplasm		4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPA4	detail/nucleoplasm/CPA4/CPA4-evaluation.md	scored	nucleoplasm	51.4	4	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPED1	detail/nucleoplasm/CPED1/CPED1-evaluation.md	scored	nucleoplasm	60.3	7	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPHXL	detail/nucleoplasm/CPHXL/CPHXL-evaluation.md	scored	nucleoplasm	74.2	8	162	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPHXL2	detail/nucleoplasm/CPHXL2/CPHXL2-evaluation.md	scored	nucleoplasm	72.5	8	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPNE2	detail/nucleoplasm/CPNE2/CPNE2-evaluation.md	scored	nucleoplasm	76.9	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPNE4	detail/nucleoplasm/CPNE4/CPNE4-evaluation.md	rejected	nucleoplasm		3	125	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPNE7	detail/nucleoplasm/CPNE7/CPNE7-evaluation.md	scored	nucleoplasm	55.0	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPSF1	detail/nucleoplasm/CPSF1/CPSF1-evaluation.md	scored	nucleoplasm	75.3	9	161	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPSF2	detail/nucleoplasm/CPSF2/CPSF2-evaluation.md	scored	nucleoplasm	69.7	8	167	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPSF3	detail/nucleoplasm/CPSF3/CPSF3-evaluation.md	scored	nucleoplasm	77.5	8	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPSF3L	detail/nucleoplasm/CPSF3L/CPSF3L-evaluation.md	scored	nucleoplasm	74.7	7	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPSF4	detail/nucleoplasm/CPSF4/CPSF4-evaluation.md	scored	nucleoplasm	100	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPSF6	detail/nucleoplasm/CPSF6/CPSF6-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPSF7	detail/nucleoplasm/CPSF7/CPSF7-evaluation.md	scored	nucleoplasm	100	7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPT2	detail/nucleoplasm/CPT2/CPT2-evaluation.md	rejected	nucleoplasm		7	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRABP2	detail/nucleoplasm/CRABP2/CRABP2-evaluation.md	rejected	nucleoplasm		7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRACD	detail/nucleoplasm/CRACD/CRACD-evaluation.md	scored	nucleoplasm	62.5	4	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRBN	detail/nucleoplasm/CRBN/CRBN-evaluation.md	rejected	nucleoplasm		7	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRCP	detail/nucleoplasm/CRCP/CRCP-evaluation.md	scored	nucleoplasm	74.4	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREB1	detail/nucleoplasm/CREB1/CREB1-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREB3	detail/nucleoplasm/CREB3/CREB3-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREB3L1	detail/nucleoplasm/CREB3L1/CREB3L1-evaluation.md	rejected	nucleoplasm		7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREB3L2	detail/nucleoplasm/CREB3L2/CREB3L2-evaluation.md	rejected	nucleoplasm		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREB3L3	detail/nucleoplasm/CREB3L3/CREB3L3-evaluation.md	scored	nucleoplasm	55.6	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREB5	detail/nucleoplasm/CREB5/CREB5-evaluation.md	rejected	nucleoplasm		7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREBBP	detail/nucleoplasm/CREBBP/CREBBP-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREBL2	detail/nucleoplasm/CREBL2/CREBL2-evaluation.md	scored	nucleoplasm	83.1	8	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREBRF	detail/nucleoplasm/CREBRF/CREBRF-evaluation.md	scored	nucleoplasm	60.1	9	200	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREBZF	detail/nucleoplasm/CREBZF/CREBZF-evaluation.md	scored	nucleoplasm	66.7	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CREM	detail/nucleoplasm/CREM/CREM-evaluation.md	rejected	nucleoplasm		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRIP2	detail/nucleoplasm/CRIP2/CRIP2-evaluation.md	scored	nucleoplasm	64.7	7	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRK	detail/nucleoplasm/CRK/CRK-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRLF3	detail/nucleoplasm/CRLF3/CRLF3-evaluation.md	scored	nucleoplasm	64.7	4	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRTC1	detail/nucleoplasm/CRTC1/CRTC1-evaluation.md	rejected	nucleoplasm		7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRTC2	detail/nucleoplasm/CRTC2/CRTC2-evaluation.md	rejected	nucleoplasm		7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRTC3	detail/nucleoplasm/CRTC3/CRTC3-evaluation.md	scored	nucleoplasm	48.1	6	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRY1	detail/nucleoplasm/CRY1/CRY1-evaluation.md	rejected	nucleoplasm		7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRYAB	detail/nucleoplasm/CRYAB/CRYAB-evaluation.md	rejected	nucleoplasm		7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRYBB2	detail/nucleoplasm/CRYBB2/CRYBB2-evaluation.md	rejected	nucleoplasm		7	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRYBG1	detail/nucleoplasm/CRYBG1/CRYBG1-evaluation.md	scored	nucleoplasm	61.4	4	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRYBG2	detail/nucleoplasm/CRYBG2/CRYBG2-evaluation.md	scored	nucleoplasm	100	7	158	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRYL1	detail/nucleoplasm/CRYL1/CRYL1-evaluation.md	scored	nucleoplasm	65.0	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRYM	detail/nucleoplasm/CRYM/CRYM-evaluation.md	scored	nucleoplasm	48.3	4	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CRYZL1	detail/nucleoplasm/CRYZL1/CRYZL1-evaluation.md	scored	nucleoplasm	59.2	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSE1L	detail/nucleoplasm/CSE1L/CSE1L-evaluation.md	rejected	nucleoplasm		7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSNK2A2	detail/nucleoplasm/CSNK2A2/CSNK2A2-evaluation.md	scored	nucleoplasm	1.83	5	100	True	False	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSNK2A3	detail/nucleoplasm/CSNK2A3/CSNK2A3-evaluation.md	scored	nucleoplasm	1.83	8	64	True	False	True	False	True	True	False	False	False	GOOD	ok_or_rejected_without_score
CSRNP1	detail/nucleoplasm/CSRNP1/CSRNP1-evaluation.md	scored	nucleoplasm	70.5	8	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSRNP2	detail/nucleoplasm/CSRNP2/CSRNP2-evaluation.md	scored	nucleoplasm	72.7	8	152	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSRNP3	detail/nucleoplasm/CSRNP3/CSRNP3-evaluation.md	scored	nucleoplasm	72.7	8	157	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSRP1	detail/nucleoplasm/CSRP1/CSRP1-evaluation.md	scored	nucleoplasm	61.9	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSRP2	detail/nucleoplasm/CSRP2/CSRP2-evaluation.md	scored	nucleoplasm	56.4	7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSRP3	detail/nucleoplasm/CSRP3/CSRP3-evaluation.md	scored	nucleoplasm	53.0	4	188	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSTF1	detail/nucleoplasm/CSTF1/CSTF1-evaluation.md	scored	nucleoplasm	81.4	9	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSTF2	detail/nucleoplasm/CSTF2/CSTF2-evaluation.md	scored	nucleoplasm	100	9	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSTF2T	detail/nucleoplasm/CSTF2T/CSTF2T-evaluation.md	scored	nucleoplasm	71.1	9	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CSTF3	detail/nucleoplasm/CSTF3/CSTF3-evaluation.md	scored	nucleoplasm	83.6	9	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTBP1	detail/nucleoplasm/CTBP1/CTBP1-evaluation.md	rejected	nucleoplasm		7	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTBP2	detail/nucleoplasm/CTBP2/CTBP2-evaluation.md	rejected	nucleoplasm		7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTC1	detail/nucleoplasm/CTC1/CTC1-evaluation.md	rejected	nucleoplasm		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTCF	detail/nucleoplasm/CTCF/CTCF-evaluation.md	rejected	nucleoplasm		9	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTDP1	detail/nucleoplasm/CTDP1/CTDP1-evaluation.md	scored	nucleoplasm	1.83	9	108	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTDSP1	detail/nucleoplasm/CTDSP1/CTDSP1-evaluation.md	scored	nucleoplasm	53.9	5	159	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTDSP2	detail/nucleoplasm/CTDSP2/CTDSP2-evaluation.md	scored	nucleoplasm	75.0	9	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTDSPL	detail/nucleoplasm/CTDSPL/CTDSPL-evaluation.md	scored	nucleoplasm	76.1	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTDSPL2	detail/nucleoplasm/CTDSPL2/CTDSPL2-evaluation.md	scored	nucleoplasm	76.7	9	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTNNBIP1	detail/nucleoplasm/CTNNBIP1/CTNNBIP1-evaluation.md	scored	nucleoplasm	64.4	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTNNBL1	detail/nucleoplasm/CTNNBL1/CTNNBL1-evaluation.md	scored	nucleoplasm	73.6	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTNND1	detail/nucleoplasm/CTNND1/CTNND1-evaluation.md	rejected	nucleoplasm		7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTNND2	detail/nucleoplasm/CTNND2/CTNND2-evaluation.md	rejected	nucleoplasm		7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTPS2	detail/nucleoplasm/CTPS2/CTPS2-evaluation.md	scored	nucleoplasm	75.6	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTR9	detail/nucleoplasm/CTR9/CTR9-evaluation.md	scored	nucleoplasm	100	9	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTXN1	detail/nucleoplasm/CTXN1/CTXN1-evaluation.md	scored	nucleoplasm	64.7	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CUL4B	detail/nucleoplasm/CUL4B/CUL4B-evaluation.md	rejected	nucleoplasm		7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CUTC	detail/nucleoplasm/CUTC/CUTC-evaluation.md	scored	nucleoplasm	57.9	6	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CUX1	detail/nucleoplasm/CUX1/CUX1-evaluation.md	rejected	nucleoplasm		7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CWC15	detail/nucleoplasm/CWC15/CWC15-evaluation.md	scored	nucleoplasm	79.2	8	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CWC27	detail/nucleoplasm/CWC27/CWC27-evaluation.md	scored	nucleoplasm	73.8	8	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CWF19L1	detail/nucleoplasm/CWF19L1/CWF19L1-evaluation.md	scored	nucleoplasm	68.6	4	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CXADR	detail/nucleoplasm/CXADR/CXADR-evaluation.md	scored	nucleoplasm	57.5	7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CXXC4	detail/nucleoplasm/CXXC4/CXXC4-evaluation.md	scored	nucleoplasm	100	8	161	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CXorf21	detail/nucleoplasm/CXorf21/CXorf21-evaluation.md	scored	nucleoplasm	68.1	7	163	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CXorf56	detail/nucleoplasm/CXorf56/CXorf56-evaluation.md	scored	nucleoplasm	100	7	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CXorf58	detail/nucleoplasm/CXorf58/CXorf58-evaluation.md	scored	nucleoplasm	72.5	7	165	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CYB561A3	detail/nucleoplasm/CYB561A3/CYB561A3-evaluation.md	scored	nucleoplasm	67.2	4	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CYB5D1	detail/nucleoplasm/CYB5D1/CYB5D1-evaluation.md	scored	nucleoplasm	70.3	4	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CYB5R2	detail/nucleoplasm/CYB5R2/CYB5R2-evaluation.md	scored	nucleoplasm	76.9	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CYB5RL	detail/nucleoplasm/CYB5RL/CYB5RL-evaluation.md	scored	nucleoplasm	76.7	7	165	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CYLD	detail/nucleoplasm/CYLD/CYLD-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CYP20A1	detail/nucleoplasm/CYP20A1/CYP20A1-evaluation.md	scored	nucleoplasm	60.6	4	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CYRIA	detail/nucleoplasm/CYRIA/CYRIA-evaluation.md	scored	nucleoplasm	70.3	4	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CYTIP	detail/nucleoplasm/CYTIP/CYTIP-evaluation.md	scored	nucleoplasm	72.5	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
