gene	excel_sheets	has_report	report_paths	status	category	lines	has_duplicate	coverage_status	reason
CPHXL	研究很多:211	True	detail/rejected/CPHXL/CPHXL-evaluation.md	rejected	rejected	55	False	COVERED_REJECTED	Report present
CPHXL2	研究很多:212	True	detail/rejected/CPHXL2/CPHXL2-evaluation.md	rejected	rejected	55	False	COVERED_REJECTED	Report present
CPLANE2	研究很多:166	True	detail/nuclear-speckle/CPLANE2/CPLANE2-evaluation.md	scored	nuclear-speckle	178	False	COVERED_SCORED	Report present
CPNE1	重新pa一下:1386	True	detail/nuclear-envelope/CPNE1/CPNE1-evaluation.md	scored	nuclear-envelope	183	False	COVERED_SCORED	Report present
CPNE2	重新pa一下:36	True	detail/nucleoplasm/CPNE2/CPNE2-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
CPNE3	重新pa一下:920	True	detail/nucleolus/CPNE3/CPNE3-evaluation.md	scored	nucleolus	174	False	COVERED_SCORED	Report present
CPNE4	Sheet1:337	True	detail/nucleoplasm/CPNE4/CPNE4-evaluation.md	scored	nucleoplasm	122	False	COVERED_SCORED	Report present
CRABP2	Sheet1:338	True	detail/rejected/CRABP2/CRABP2-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
CRACD	重新pa一下:1384	True	detail/nucleoplasm/CRACD/CRACD-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
CRADD	重新pa一下:83	True	detail/nucleolus/CRADD/CRADD-evaluation.md	scored	nucleolus	180	False	COVERED_SCORED	Report present
CRAMP1	Sheet1:339	True	detail/chromatin/CRAMP1/CRAMP1-evaluation.md	scored	chromatin	171	False	COVERED_SCORED	Report present
CRBN	Sheet1:340	True	detail/rejected/CRBN/CRBN-evaluation.md	rejected	rejected	163	False	COVERED_REJECTED	Report present
CRCP	重新pa一下:294	True	detail/nucleoplasm/CRCP/CRCP-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
CREB1	研究很少:351	True	detail/rejected/CREB1/CREB1-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
CREB3	Sheet1:341	True	detail/rejected/CREB3/CREB3-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
CREB3L1	Sheet1:342	True	detail/rejected/CREB3L1/CREB3L1-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
CREB3L2	Sheet1:343	True	detail/rejected/CREB3L2/CREB3L2-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
CREB3L3	Sheet1:344	True	detail/nucleoplasm/CREB3L3/CREB3L3-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
CREB3L4	Sheet1:345	True	detail/chromatin/CREB3L4/CREB3L4-evaluation.md	scored	chromatin	173	False	COVERED_SCORED	Report present
CREB5	Sheet1:346	True	detail/rejected/CREB5/CREB5-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
CREBBP	研究很少:67	True	detail/rejected/CREBBP/CREBBP-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
CREBL2	Sheet1:347	True	detail/nucleoplasm/CREBL2/CREBL2-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
CREBRF	重新pa一下:928	True	detail/nucleoplasm/CREBRF/CREBRF-evaluation.md	scored	nucleoplasm	197	False	COVERED_SCORED	Report present
CREBZF	重新pa一下:1178	True	detail/nucleoplasm/CREBZF/CREBZF-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
CRELD1	Sheet1:348	True	detail/nucleolus/CRELD1/CRELD1-evaluation.md	scored	nucleolus	119	False	COVERED_SCORED	Report present
CREM	Sheet1:349	True	detail/rejected/CREM/CREM-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
CRIP1	Sheet1:350	True	detail/nuclear-speckle/CRIP1/CRIP1-evaluation.md	scored	nuclear-speckle	174	False	COVERED_SCORED	Report present
CRIP2	Sheet1:351	True	detail/nucleoplasm/CRIP2/CRIP2-evaluation.md	scored	nucleoplasm	163	False	COVERED_SCORED	Report present
CRIP3	重新pa一下:745	True	detail/nuclear-body/CRIP3/CRIP3-evaluation.md	scored	nuclear-body	166	False	COVERED_SCORED	Report present
CRIPT	Sheet1:352	True	detail/nucleolus/CRIPT/CRIPT-evaluation.md	scored	nucleolus	174	False	COVERED_SCORED	Report present
CRK	Sheet1:353	True	detail/rejected/CRK/CRK-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
CRKL	Sheet1:354	True	detail/rejected/CRKL/CRKL-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
CRPPA	研究很多:98	True	detail/rejected/CRPPA/CRPPA-evaluation.md	rejected	rejected	171	False	COVERED_REJECTED	Report present
CRTC1	Sheet1:355	True	detail/rejected/CRTC1/CRTC1-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
CRTC2	Sheet1:356	True	detail/rejected/CRTC2/CRTC2-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
CRTC3	Sheet1:357	True	detail/nucleoplasm/CRTC3/CRTC3-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
CRX	研究很少:173	True	detail/rejected/CRX/CRX-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
CRY1	研究很少:325	True	detail/rejected/CRY1/CRY1-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
CRY2	研究很少:410	True	detail/rejected/CRY2/CRY2-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
CRYAA	Sheet1:358	True	detail/rejected/CRYAA/CRYAA-evaluation.md	rejected	rejected	161	False	COVERED_REJECTED	Report present
CRYBB2	Sheet1:359	True	detail/rejected/CRYBB2/CRYBB2-evaluation.md	rejected	rejected	169	False	COVERED_REJECTED	Report present
CRYBG1	重新pa一下:195	True	detail/nucleoplasm/CRYBG1/CRYBG1-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
CRYBG2	研究很多:202	True	detail/nucleoplasm/CRYBG2/CRYBG2-evaluation.md	scored	nucleoplasm	157	False	COVERED_SCORED	Report present
CRYL1	重新pa一下:592	True	detail/nucleoplasm/CRYL1/CRYL1-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
CRYZL1	重新pa一下:140	True	detail/nucleoplasm/CRYZL1/CRYZL1-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
CSE1L	Sheet1:360	True	detail/rejected/CSE1L/CSE1L-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
CSNK1A1	Sheet1:361	True	detail/chromatin/CSNK1A1/CSNK1A1-evaluation.md	scored	chromatin	196	False	COVERED_SCORED	Report present
CSNK2A2	Sheet1:364	True	detail/nucleoplasm/CSNK2A2/CSNK2A2-evaluation.md	scored	nucleoplasm	99	False	COVERED_SCORED	Report present
CSNK2A2IP	研究很多:95	True	detail/nucleus-cytoplasm/CSNK2A2IP/CSNK2A2IP-evaluation.md	scored	nucleus-cytoplasm	97	False	COVERED_SCORED	Report present
CSNK2A3	研究很多:94	True	detail/nucleoplasm/CSNK2A3/CSNK2A3-evaluation.md	scored	nucleoplasm	63	False	COVERED_SCORED	Report present
CSNK2B	Sheet1:365	True	detail/nucleolus/CSNK2B/CSNK2B-evaluation.md	scored	nucleolus	183	False	COVERED_SCORED	Report present
CSRNP1	Sheet1:366	True	detail/nucleoplasm/CSRNP1/CSRNP1-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
CSRNP2	Sheet1:367	True	detail/nucleoplasm/CSRNP2/CSRNP2-evaluation.md	scored	nucleoplasm	149	False	COVERED_SCORED	Report present
CSRNP3	Sheet1:368	True	detail/nucleoplasm/CSRNP3/CSRNP3-evaluation.md	scored	nucleoplasm	154	False	COVERED_SCORED	Report present
CSRP1	Sheet1:369	True	detail/nucleoplasm/CSRP1/CSRP1-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
CSRP2	Sheet1:370	True	detail/nucleoplasm/CSRP2/CSRP2-evaluation.md	scored	nucleoplasm	182	False	COVERED_SCORED	Report present
CSRP3	Sheet1:371	True	detail/nucleoplasm/CSRP3/CSRP3-evaluation.md	scored	nucleoplasm	186	False	COVERED_SCORED	Report present
CSTA	Sheet1:372	True	detail/rejected/CSTA/CSTA-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
CSTB	Sheet1:373	True	detail/rejected/CSTB/CSTB-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
CSTF1	Sheet1:374	True	detail/nucleoplasm/CSTF1/CSTF1-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
CSTF2	Sheet1:375	True	detail/nucleoplasm/CSTF2/CSTF2-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
CSTF2T	Sheet1:376	True	detail/nucleoplasm/CSTF2T/CSTF2T-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
CSTF3	Sheet1:377	True	detail/nucleoplasm/CSTF3/CSTF3-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
CTBP1	Sheet1:378	True	detail/rejected/CTBP1/CTBP1-evaluation.md	rejected	rejected	172	False	COVERED_REJECTED	Report present
CTBP2	Sheet1:379	True	detail/rejected/CTBP2/CTBP2-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
CTC1	Sheet1:380	True	detail/rejected/CTC1/CTC1-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
CTCFL	Sheet1:381	True	detail/nuclear-speckle/CTCFL/CTCFL-evaluation.md	scored	nuclear-speckle	180	False	COVERED_SCORED	Report present
CTDNEP1	研究很多:203	True	detail/nuclear-envelope/CTDNEP1/CTDNEP1-evaluation.md	scored	nuclear-envelope	181	False	COVERED_SCORED	Report present
CTDP1	Sheet1:382	True	detail/nucleoplasm/CTDP1/CTDP1-evaluation.md	scored	nucleoplasm	105	False	COVERED_SCORED	Report present
CTDSP1	重新pa一下:222	True	detail/nucleoplasm/CTDSP1/CTDSP1-evaluation.md	scored	nucleoplasm	158	False	COVERED_SCORED	Report present
CTDSP2	Sheet1:383	True	detail/nucleoplasm/CTDSP2/CTDSP2-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
CTDSPL	Sheet1:384	True	detail/nucleoplasm/CTDSPL/CTDSPL-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
CTDSPL2	研究很多:204	True	detail/rejected/CTDSPL2/CTDSPL2-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
CTNNBIP1	重新pa一下:584	True	detail/nucleoplasm/CTNNBIP1/CTNNBIP1-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
CTNNBL1	Sheet1:385	True	detail/nucleoplasm/CTNNBL1/CTNNBL1-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
CTNND2	Sheet1:386	True	detail/rejected/CTNND2/CTNND2-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
CTPS1	重新pa一下:704	True	detail/chromatin/CTPS1/CTPS1-evaluation.md	scored	chromatin	172	False	COVERED_SCORED	Report present
CTPS2	重新pa一下:593	True	detail/nucleoplasm/CTPS2/CTPS2-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
CTR9	研究很少:418	True	detail/nucleoplasm/CTR9/CTR9-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
CTSV	Sheet1:387	True	detail/nucleolus/CTSV/CTSV-evaluation.md	scored	nucleolus	179	False	COVERED_SCORED	Report present
CTTNBP2NL	研究很多:206	True	detail/nucleolus/CTTNBP2NL/CTTNBP2NL-evaluation.md	scored	nucleolus	179	False	COVERED_SCORED	Report present
CTXN1	研究很多:201	True	detail/nucleoplasm/CTXN1/CTXN1-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
CUEDC2	重新pa一下:594	True	detail/nuclear-envelope/CUEDC2/CUEDC2-evaluation.md	scored	nuclear-envelope	178	False	COVERED_SCORED	Report present
CUL5	Sheet1:388	True	detail/rejected/CUL5/CUL5-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
CUTC	Sheet1:389	True	detail/nucleoplasm/CUTC/CUTC-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
CUX1	研究很少:481	True	detail/rejected/CUX1/CUX1-evaluation.md	rejected	rejected	171	False	COVERED_REJECTED	Report present
CUX2	研究很少:27	True	detail/chromatin/CUX2/CUX2-evaluation.md	scored	chromatin	177	False	COVERED_SCORED	Report present
CWC15	Sheet1:390	True	detail/nucleoplasm/CWC15/CWC15-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
CWC27	Sheet1:391	True	detail/nucleoplasm/CWC27/CWC27-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
CWF19L1	重新pa一下:741	True	detail/nucleoplasm/CWF19L1/CWF19L1-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
CWF19L2	重新pa一下:1039	True	detail/nuclear-body/CWF19L2/CWF19L2-evaluation.md	scored	nuclear-body	175	False	COVERED_SCORED	Report present
CXorf58	研究很多:162	True	detail/nucleoplasm/CXorf58/CXorf58-evaluation.md	scored	nucleoplasm	164	False	COVERED_SCORED	Report present
CYB561A3	Sheet1:392	True	detail/nucleoplasm/CYB561A3/CYB561A3-evaluation.md	scored	nucleoplasm	161	False	COVERED_SCORED	Report present
CYB5D1	重新pa一下:315	True	detail/nucleoplasm/CYB5D1/CYB5D1-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
CYB5R2	重新pa一下:746	True	detail/nucleoplasm/CYB5R2/CYB5R2-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
CYB5RL	研究很多:210	True	detail/nucleoplasm/CYB5RL/CYB5RL-evaluation.md	scored	nucleoplasm	164	False	COVERED_SCORED	Report present
CYFIP2	Sheet1:393	True	detail/rejected/CYFIP2/CYFIP2-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
CYGB	Sheet1:394	True	detail/rejected/CYGB/CYGB-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
CYLD	Sheet1:395	True	detail/rejected/CYLD/CYLD-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
CYREN	Sheet1:396	True	detail/chromatin/CYREN/CYREN-evaluation.md	scored	chromatin	179	False	COVERED_SCORED	Report present
CYRIA	重新pa一下:681	True	detail/nucleoplasm/CYRIA/CYRIA-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
CYSRT1	研究很多:209	True	detail/nuclear-speckle/CYSRT1/CYSRT1-evaluation.md	scored	nuclear-speckle	174	False	COVERED_SCORED	Report present
CYTIP	重新pa一下:1103	True	detail/nucleoplasm/CYTIP/CYTIP-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
CYYR1	重新pa一下:744	True	detail/nucleoplasm/CYYR1/CYYR1-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
Cbll1	Sheet1:252	True	detail/rejected/Cbll1/Cbll1-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
Cdc14b	Sheet1:268	True	detail/nucleolus/Cdc14b/Cdc14b-evaluation.md	scored	nucleolus	183	False	COVERED_SCORED	Report present
Cenps	重新pa一下:1292	True	detail/nucleoplasm/CENPS/CENPS-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present via case-normalized gene match
Chmp4b	重新pa一下:735	True	detail/nucleoplasm/CHMP4B/CHMP4B-evaluation.md;detail/rejected/CHMP4B/CHMP4B-evaluation.md	scored	nucleoplasm	183	True	COVERED_DUPLICATE_NEEDS_REVIEW	Multiple reports for same gene
Chtf8	研究很多:205	True	detail/nucleoplasm/Chtf8/Chtf8-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present
Crxos	重新pa一下:849	True	detail/rejected/Crxos/Crxos-evaluation.md	rejected	rejected	158	False	COVERED_REJECTED	Report present
Csnk1e	Sheet1:362	True	detail/rejected/Csnk1e/Csnk1e-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
Csnk2a1	Sheet1:363	True	detail/rejected/Csnk2a1/Csnk2a1-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
DAAM2	重新pa一下:1331	True	detail/nucleoplasm/DAAM2/DAAM2-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
DAB2	Sheet1:397	True	detail/rejected/DAB2/DAB2-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
DACH1	研究很少:534	True	detail/rejected/DACH1/DACH1-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
DACH2	Sheet1:398	True	detail/nucleoplasm/DACH2/DACH2-evaluation.md	scored	nucleoplasm	171	False	COVERED_SCORED	Report present
DACT1	重新pa一下:1295	True	detail/nucleoplasm/DACT1/DACT1-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
DACT3	重新pa一下:1009	True	detail/nucleoplasm/DACT3/DACT3-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
DALRD3	研究很多:213	True	detail/nuclear-speckle/DALRD3/DALRD3-evaluation.md	scored	nuclear-speckle	167	False	COVERED_SCORED	Report present
DAP	研究很少:30	True	detail/rejected/DAP/DAP-evaluation.md	rejected	rejected	176	False	COVERED_REJECTED	Report present
DAPK3	Sheet1:399	True	detail/nucleoplasm/DAPK3/DAPK3-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
DAPL1	重新pa一下:595	True	detail/nuclear-speckle/DAPL1/DAPL1-evaluation.md	scored	nuclear-speckle	166	False	COVERED_SCORED	Report present
DAXX	研究很少:285	True	detail/rejected/DAXX/DAXX-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
DAZ1	研究很多:218	True	detail/rejected/DAZ1/DAZ1-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
DAZ2	Sheet1:400	True	detail/nucleus-cytoplasm/DAZ2/DAZ2-evaluation.md	scored	nucleus-cytoplasm	179	False	COVERED_SCORED	Report present
DAZ3	重新pa一下:319	True	detail/nucleoplasm/DAZ3/DAZ3-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
DAZ4	研究很多:219	True	detail/rejected/DAZ4/DAZ4-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
DAZAP1	Sheet1:401	True	detail/nucleoplasm/DAZAP1/DAZAP1-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
DAZAP2	重新pa一下:867	True	detail/nuclear-speckle/DAZAP2/DAZAP2-evaluation.md	scored	nuclear-speckle	181	False	COVERED_SCORED	Report present
DAZL	研究很少:455	True	detail/rejected/DAZL/DAZL-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
DBF4B	重新pa一下:121	True	detail/nucleoplasm/DBF4B/DBF4B-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
DBNDD1	研究很多:251	True	detail/nuclear-body/DBNDD1/DBNDD1-evaluation.md	scored	nuclear-body	167	False	COVERED_SCORED	Report present
DBNDD2	研究很多:252	True	detail/nucleoplasm/DBNDD2/DBNDD2-evaluation.md	scored	nucleoplasm	162	False	COVERED_SCORED	Report present
DBP	研究很少:126	True	detail/rejected/DBP/DBP-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
DBR1	Sheet1:402	True	detail/nucleoplasm/DBR1/DBR1-evaluation.md	scored	nucleoplasm	164	False	COVERED_SCORED	Report present
DBX1	Sheet1:403	True	detail/chromatin/DBX1/DBX1-evaluation.md	scored	chromatin	170	False	COVERED_SCORED	Report present
DBX2	Sheet1:404	True	detail/nucleoplasm/DBX2/DBX2-evaluation.md	scored	nucleoplasm	159	False	COVERED_SCORED	Report present
DCAKD	研究很多:223	True	detail/nucleoplasm/DCAKD/DCAKD-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
DCANP1	研究很多:221	True	detail/rejected/DCANP1/DCANP1-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
DCK	Sheet1:405	True	detail/rejected/DCK/DCK-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
DCLK1	Sheet1:406	True	detail/rejected/DCLK1/DCLK1-evaluation.md	rejected	rejected	177	False	COVERED_REJECTED	Report present
DCLK3	Sheet1:407	True	detail/nucleoplasm/DCLK3/DCLK3-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
DCLRE1A	重新pa一下:85	True	detail/nucleolus/DCLRE1A/DCLRE1A-evaluation.md	scored	nucleolus	173	False	COVERED_SCORED	Report present
DCLRE1B	重新pa一下:1332	True	detail/nuclear-speckle/DCLRE1B/DCLRE1B-evaluation.md	scored	nuclear-speckle	180	False	COVERED_SCORED	Report present
DCLRE1C	Sheet1:408	True	detail/nucleoplasm/DCLRE1C/DCLRE1C-evaluation.md	scored	nucleoplasm	171	False	COVERED_SCORED	Report present
DCPH1	研究很多:214	True	detail/rejected/DCPH1/DCPH1-evaluation.md	rejected	rejected	154	False	COVERED_REJECTED	Report present
DCTD	Sheet1:409	True	detail/nucleoplasm/DCTD/DCTD-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
DCTN1	Sheet1:410	True	detail/rejected/DCTN1/DCTN1-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
DCTN3	Sheet1:411	True	detail/nucleolus/DCTN3/DCTN3-evaluation.md	scored	nucleolus	128	False	COVERED_SCORED	Report present
DCTN4	研究很多:244	True	detail/nucleoplasm/DCTN4/DCTN4-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
