gene	path	status	category	lines	chars	has_yaml	has_hpa	has_uniprot_go	has_pubmed_strict_broad	has_alphafold_plddt_pae	has_pdb_or_no_pdb_explanation	has_ppi	has_te_relevance_reasoning	has_scoring_table	has_final_decision_reason	has_manual_review_note	has_forbidden_placeholders	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	risk_level	recommended_action	reason
ACP1	detail/rejected/ACP1/ACP1-evaluation.md	rejected	rejected	20	273	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
SRA1	detail/rejected/SRA1/SRA1-evaluation.md	rejected	rejected	46	770	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
Zng1	detail/rejected/Zng1/Zng1-evaluation.md	rejected	rejected	167	4722	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PPIE	detail/rejected/PPIE/PPIE-evaluation.md	rejected	rejected	46	810	True	False	True	True	False	False	True	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
DYNLRB2	detail/rejected/DYNLRB2/DYNLRB2-evaluation.md	rejected	rejected	175	5398	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TNFRSF19	detail/rejected/TNFRSF19/TNFRSF19-evaluation.md	rejected	rejected	46	794	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
FAM153A	detail/rejected/FAM153A/FAM153A-evaluation.md	rejected	rejected	168	4582	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
LYST	detail/rejected/LYST/LYST-evaluation.md	rejected	rejected	41	863	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
MYORG	detail/rejected/MYORG/MYORG-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
NEDD4	detail/rejected/NEDD4/NEDD4-evaluation.md	rejected	rejected	40	891	True	False	False	True	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
SPANXC	detail/rejected/SPANXC/SPANXC-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
DIS3L	detail/rejected/DIS3L/DIS3L-evaluation.md	rejected	rejected	182	5794	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CLCN4	detail/rejected/CLCN4/CLCN4-evaluation.md	rejected	rejected	168	4664	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
ELF4	detail/rejected/ELF4/ELF4-evaluation.md	rejected	rejected	37	680	True	False	True	True	False	False	False	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
NFATC4	detail/rejected/NFATC4/NFATC4-evaluation.md	rejected	rejected	46	857	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
TOX	detail/rejected/TOX/TOX-evaluation.md	rejected	rejected	177	5683	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PIM1	detail/rejected/PIM1/PIM1-evaluation.md	rejected	rejected	40	887	True	False	False	True	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
SEH1L	detail/rejected/SEH1L/SEH1L-evaluation.md	rejected	rejected	11	186	True	False	False	False	False	False	False	True	False	True	False	False	False	False	CRITICAL	REPAIR_REPORT	HPA,PubMed,PDB,PPI
SMAD1	detail/rejected/SMAD1/SMAD1-evaluation.md	rejected	rejected	184	6075	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GABARAPL2	detail/rejected/GABARAPL2/GABARAPL2-evaluation.md	rejected	rejected	184	6210	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
FOXP2	detail/rejected/FOXP2/FOXP2-evaluation.md	rejected	rejected	178	5528	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
PBX3	detail/rejected/PBX3/PBX3-evaluation.md	rejected	rejected	46	785	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
GLUL	detail/rejected/GLUL/GLUL-evaluation.md	rejected	rejected	184	6095	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PRAC2	detail/rejected/PRAC2/PRAC2-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
RARA	detail/rejected/RARA/RARA-evaluation.md	rejected	rejected	184	5987	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DUSP2	detail/rejected/DUSP2/DUSP2-evaluation.md	rejected	rejected	172	4914	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MAGEA1	detail/rejected/MAGEA1/MAGEA1-evaluation.md	rejected	rejected	33	560	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
CYP2S1	detail/rejected/CYP2S1/CYP2S1-evaluation.md	rejected	rejected	176	5505	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SMAD6	detail/rejected/SMAD6/SMAD6-evaluation.md	rejected	rejected	46	761	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
LATS2	detail/rejected/LATS2/LATS2-evaluation.md	rejected	rejected	181	6040	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PTEN	detail/rejected/PTEN/PTEN-evaluation.md	rejected	rejected	184	6280	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EEIG1	detail/rejected/EEIG1/EEIG1-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
TGIF1	detail/rejected/TGIF1/TGIF1-evaluation.md	rejected	rejected	46	804	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
RUNX3	detail/rejected/RUNX3/RUNX3-evaluation.md	rejected	rejected	174	4887	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
NFATC3	detail/rejected/NFATC3/NFATC3-evaluation.md	rejected	rejected	46	858	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
ELF3	detail/rejected/ELF3/ELF3-evaluation.md	rejected	rejected	182	5527	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
MTCL3	detail/rejected/MTCL3/MTCL3-evaluation.md	rejected	rejected	165	4572	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ANKRD1	detail/rejected/ANKRD1/ANKRD1-evaluation.md	rejected	rejected	20	277	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
Elob	detail/rejected/Elob/Elob-evaluation.md	rejected	rejected	38	855	True	False	False	False	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PubMed,PDB,Reason
SPANXD	detail/rejected/SPANXD/SPANXD-evaluation.md	rejected	rejected	177	7264	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
GNE	detail/rejected/GNE/GNE-evaluation.md	rejected	rejected	173	4862	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NDRG2	detail/rejected/NDRG2/NDRG2-evaluation.md	rejected	rejected	46	797	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
TNFSF4	detail/rejected/TNFSF4/TNFSF4-evaluation.md	rejected	rejected	46	767	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
ADARB1	detail/rejected/ADARB1/ADARB1-evaluation.md	rejected	rejected	194	7175	True	False	True	True	True	True	True	True	False	False	True	False	False	False	LOW	KEEP	HPA,Reason
FBXL20	detail/rejected/FBXL20/FBXL20-evaluation.md	rejected	rejected	173	5509	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CTDNEP1	detail/rejected/CTDNEP1/CTDNEP1-evaluation.md	rejected	rejected	49	899	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
REC114	detail/rejected/REC114/REC114-evaluation.md	rejected	rejected	174	5138	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DUSP5	detail/rejected/DUSP5/DUSP5-evaluation.md	rejected	rejected	171	5116	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RCBTB1	detail/rejected/RCBTB1/RCBTB1-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
GADD45A	detail/rejected/GADD45A/GADD45A-evaluation.md	rejected	rejected	35	723	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
AFF2	detail/rejected/AFF2/AFF2-evaluation.md	rejected	rejected	20	274	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
CBFA2T3	detail/rejected/CBFA2T3/CBFA2T3-evaluation.md	rejected	rejected	182	5900	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
DAB2	detail/rejected/DAB2/DAB2-evaluation.md	rejected	rejected	184	6022	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
DHX9	detail/rejected/DHX9/DHX9-evaluation.md	rejected	rejected	168	4730	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
C6orf201	detail/rejected/C6orf201/C6orf201-evaluation.md	rejected	rejected	164	4394	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SP4	detail/rejected/SP4/SP4-evaluation.md	rejected	rejected	170	5093	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GPR15	detail/rejected/GPR15/GPR15-evaluation.md	rejected	rejected	170	4626	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CDKN2AIPNL	detail/rejected/CDKN2AIPNL/CDKN2AIPNL-evaluation.md	rejected	rejected	177	5392	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GLRX5	detail/rejected/GLRX5/GLRX5-evaluation.md	rejected	rejected	181	5756	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MRNIP	detail/rejected/MRNIP/MRNIP-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
THRB	detail/rejected/THRB/THRB-evaluation.md	rejected	rejected	46	768	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
DLEU1	detail/rejected/DLEU1/DLEU1-evaluation.md	rejected	rejected	164	4374	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MAF	detail/rejected/MAF/MAF-evaluation.md	rejected	rejected	171	4839	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PIR	detail/rejected/PIR/PIR-evaluation.md	rejected	rejected	181	5651	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TBX2	detail/rejected/TBX2/TBX2-evaluation.md	rejected	rejected	181	5505	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GLYATL2	detail/rejected/GLYATL2/GLYATL2-evaluation.md	rejected	rejected	169	4986	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
STN1	detail/rejected/STN1/STN1-evaluation.md	rejected	rejected	46	793	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
TREX2	detail/rejected/TREX2/TREX2-evaluation.md	rejected	rejected	46	772	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
DENND11	detail/rejected/DENND11/DENND11-evaluation.md	rejected	rejected	165	4137	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
VCP	detail/rejected/VCP/VCP-evaluation.md	rejected	rejected	184	6467	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
MINDY3	detail/rejected/MINDY3/MINDY3-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
CSNK1G1	detail/rejected/CSNK1G1/CSNK1G1-evaluation.md	rejected	rejected	176	5322	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SS18	detail/rejected/SS18/SS18-evaluation.md	rejected	rejected	174	4803	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
FOXD4L3	detail/rejected/FOXD4L3/FOXD4L3-evaluation.md	rejected	rejected	49	899	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
Spdye4a	detail/rejected/Spdye4a/Spdye4a-evaluation.md	rejected	rejected	49	899	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
ATRIP	detail/rejected/ATRIP/ATRIP-evaluation.md	rejected	rejected	20	275	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
MLST8	detail/rejected/MLST8/MLST8-evaluation.md	rejected	rejected	33	573	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
AASDHPPT	detail/rejected/AASDHPPT/AASDHPPT-evaluation.md	rejected	rejected	178	5790	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CFAP47	detail/rejected/CFAP47/CFAP47-evaluation.md	rejected	rejected	35	657	True	False	True	True	False	False	False	True	True	True	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI
SLX1B	detail/rejected/SLX1B/SLX1B-evaluation.md	rejected	rejected	186	8015	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
SP3	detail/rejected/SP3/SP3-evaluation.md	rejected	rejected	183	5734	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
AQP7B	detail/rejected/AQP7B/AQP7B-evaluation.md	rejected	rejected	156	3618	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MDC1	detail/rejected/MDC1/MDC1-evaluation.md	rejected	rejected	40	887	True	False	False	True	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
RIOK2	detail/rejected/RIOK2/RIOK2-evaluation.md	rejected	rejected	46	730	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
CAMKK2	detail/rejected/CAMKK2/CAMKK2-evaluation.md	rejected	rejected	40	895	True	False	False	True	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
Cdc14b	detail/rejected/Cdc14b/Cdc14b-evaluation.md	rejected	rejected	38	820	True	False	False	False	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PubMed,PDB,Reason
PAPOLB	detail/rejected/PAPOLB/PAPOLB-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
TBX5	detail/rejected/TBX5/TBX5-evaluation.md	rejected	rejected	183	5749	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EEF2K	detail/rejected/EEF2K/EEF2K-evaluation.md	rejected	rejected	37	679	True	False	True	True	False	False	False	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
GRK3	detail/rejected/GRK3/GRK3-evaluation.md	rejected	rejected	178	5680	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SERGEF	detail/rejected/SERGEF/SERGEF-evaluation.md	rejected	rejected	11	188	True	False	False	False	False	False	False	True	False	True	False	False	False	False	CRITICAL	REPAIR_REPORT	HPA,PubMed,PDB,PPI
MPHOSPH6	detail/rejected/MPHOSPH6/MPHOSPH6-evaluation.md	rejected	rejected	11	192	True	False	False	False	False	False	False	True	False	True	False	False	False	False	CRITICAL	REPAIR_REPORT	HPA,PubMed,PDB,PPI
EID2B	detail/rejected/EID2B/EID2B-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
GCLC	detail/rejected/GCLC/GCLC-evaluation.md	rejected	rejected	35	708	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
ID4	detail/rejected/ID4/ID4-evaluation.md	rejected	rejected	179	5508	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PREB	detail/rejected/PREB/PREB-evaluation.md	rejected	rejected	180	5978	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ACACA	detail/rejected/ACACA/ACACA-evaluation.md	rejected	rejected	20	276	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
NRK	detail/rejected/NRK/NRK-evaluation.md	rejected	rejected	46	755	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
HACE1	detail/rejected/HACE1/HACE1-evaluation.md	rejected	rejected	44	992	True	False	True	True	False	False	True	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
TOB1	detail/rejected/TOB1/TOB1-evaluation.md	rejected	rejected	46	785	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
PTER	detail/rejected/PTER/PTER-evaluation.md	rejected	rejected	46	768	True	False	True	True	False	False	False	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
Bex2	detail/rejected/Bex2/Bex2-evaluation.md	rejected	rejected	38	855	True	False	False	False	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PubMed,PDB,Reason
NFE2L1	detail/rejected/NFE2L1/NFE2L1-evaluation.md	rejected	rejected	46	828	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
KPNA3	detail/rejected/KPNA3/KPNA3-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
ID3	detail/rejected/ID3/ID3-evaluation.md	rejected	rejected	179	5511	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NRIP1	detail/rejected/NRIP1/NRIP1-evaluation.md	rejected	rejected	46	780	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
STX1B	detail/rejected/STX1B/STX1B-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
H4C7	detail/rejected/H4C7/H4C7-evaluation.md	rejected	rejected	49	890	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
FAM47E	detail/rejected/FAM47E/FAM47E-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
TLX3	detail/rejected/TLX3/TLX3-evaluation.md	rejected	rejected	46	794	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
