gene,protein_full_name,status,category,score,nuclear_score,is_new,mtime,size_score,novelty_score,structure_score,domain_score,ppi_score,corroboration_score,recommendation,pubmed_count,localization,rejection_reason,source_table_status,source_table_category,report_path,docs_report_path,category_page,lines,has_hpa,has_if_image,has_pae,has_pdb,has_ppi,has_pubmed,has_scoring_table,has_manual_review,duplicate_count,duplicate_type,is_primary_candidate,known_backlog_flags,parse_quality,parse_notes
SLC9A4,Sodium/hydrogen exchanger 4,scored,nucleoplasm,73.2,9,False,,9,10,5,4,5,0,⭐⭐⭐,10,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/SLC9A4/SLC9A4-evaluation.md,reports/SLC9A4.html,category/nucleoplasm.html,103,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
SMIM22,Small integral membrane protein 22,scored,nucleoplasm,73.2,9,False,,6,10,6,4,5,0,⭐⭐⭐,3,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/SMIM22/SMIM22-evaluation.md,reports/SMIM22.html,category/nucleoplasm.html,95,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
SMIM6,Endoregulin,scored,nucleoplasm,73.2,9,False,,6,10,6,4,5,0,⭐⭐⭐,2,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/SMIM6/SMIM6-evaluation.md,reports/SMIM6.html,category/nucleoplasm.html,106,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
SNF8,Vacuolar-sorting protein SNF8,scored,nucleoplasm,73.2,6,False,,10,10,8,4,6,0,⭐⭐⭐,20, Cytosol,,scored,nucleoplasm,detail/nucleoplasm/SNF8/SNF8-evaluation.md,reports/SNF8__nucleoplasm.html,category/nucleoplasm.html,206,True,True,True,True,True,True,True,True,2,SCORED_REJECTED_CONFLICT,False,manual_review;duplicate:SCORED_REJECTED_CONFLICT,GOOD,ok
Sephs1,Zincore component SEPHS1,scored,nucleoplasm,73.2,7,False,,9,9,8,4,6,0,⭐⭐⭐,28,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/Sephs1/Sephs1-evaluation.md,reports/Sephs1__Sephs1.html,category/nucleoplasm.html,107,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TMEM183A,Transmembrane protein 183A,scored,nucleoplasm,73.2,9,False,,9,10,5,4,5,0,⭐⭐⭐,5,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/TMEM183A/TMEM183A-evaluation.md,reports/TMEM183A.html,category/nucleoplasm.html,102,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TMEM184C,Transmembrane protein 184C,scored,nucleoplasm,73.2,9,False,,9,10,5,4,5,0,⭐⭐⭐,0,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/TMEM184C/TMEM184C-evaluation.md,reports/TMEM184C.html,category/nucleoplasm.html,120,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TMEM255B,Transmembrane protein 255B,scored,nucleoplasm,73.2,9,False,,9,10,5,4,5,0,⭐⭐⭐,3,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/TMEM255B/TMEM255B-evaluation.md,reports/TMEM255B.html,category/nucleoplasm.html,117,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TMEM53,Transmembrane protein 53,scored,nucleoplasm,73.2,9,False,,7,9,7,4,5,0,⭐⭐⭐,13,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/TMEM53/TMEM53-evaluation.md,reports/TMEM53.html,category/nucleoplasm.html,127,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
UGP2,UTP--glucose-1-phosphate uridylyltransferase,scored,nucleoplasm,73.2,9,False,,9,7,8,4,7,0,⭐⭐⭐,59,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/UGP2/UGP2-evaluation.md,reports/UGP2.html,category/nucleoplasm.html,127,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
UQCC1,Ubiquinol-cytochrome c reductase complex assembly factor 1,scored,nucleoplasm,73.2,9,False,,7,9,5,4,7,0,⭐⭐⭐,16,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/UQCC1/UQCC1-evaluation.md,reports/UQCC1.html,category/nucleoplasm.html,126,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
VSTM4,V-set and transmembrane domain-containing protein 4,scored,nucleoplasm,73.2,9,False,,9,10,5,4,5,0,⭐⭐⭐,2,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/VSTM4/VSTM4-evaluation.md,reports/VSTM4.html,category/nucleoplasm.html,107,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
AKIRIN2,Akirin-2,scored,nucleus-cytoplasm,73.2,8,False,,8,4,10,7,10,0,⭐⭐⭐,73,Nucleoplasm（核质）,,scored,nucleus-cytoplasm,detail/nucleus-cytoplasm/AKIRIN2/AKIRIN2-evaluation.md,reports/AKIRIN2.html,category/nucleus-cytoplasm.html,282,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DPRX,Divergent paired-related homeobox,scored,chromatin,73.1,8,False,,8,10,6,7,3,+0.5,⭐⭐⭐,13,暂无HPA定位数据,,scored,chromatin,detail/chromatin/DPRX/DPRX-evaluation.md,reports/DPRX.html,category/chromatin.html,211,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
FERD3L,Fer3-like protein (Basic helix-loop-helix protein N-twist) (Class A basic helix-loop-helix protein 31) (bHLHa31) (Nephew of atonal 3) (Neuronal twist),scored,chromatin,73.1,8,False,,8,10,7,7,2,+0.5,⭐⭐⭐,12,暂无HPA定位数据,,scored,chromatin,detail/chromatin/FERD3L/FERD3L-evaluation.md,reports/FERD3L.html,category/chromatin.html,217,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
FAM206A,Protein Abitram (Actin-binding transcription modulator) (Protein Simiate),scored,nuclear-body,73.1,7,False,,8,10,7,7,3,+1.5,⭐⭐⭐,0,nuclear-body,,scored,nuclear-body,detail/nuclear-body/FAM206A/FAM206A-evaluation.md,reports/FAM206A.html,category/nuclear-body.html,228,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
OSBPL7,Oxysterol-binding protein-related protein 7 (ORP-7) (OSBP-related protein 7),scored,nuclear-envelope,73.1,7,False,,8,10,7,7,3,+1.5,⭐⭐⭐,9,"Nucleoplasm, Cytosol; 额外: Plasma membrane",,scored,nuclear-envelope,detail/nuclear-envelope/OSBPL7/OSBPL7-evaluation.md,reports/OSBPL7.html,category/nuclear-envelope.html,235,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
PLAAT1,Phospholipase A and acyltransferase 1 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (HRAS-like suppressor 1) (HRSL1) (Phospholipid-metabolizing enzyme A-C1),scored,nuclear-envelope,73.1,7,False,,8,10,7,7,3,+1.5,⭐⭐⭐,12,Focal adhesion sites; 额外: Cytosol,,scored,nuclear-envelope,detail/nuclear-envelope/PLAAT1/PLAAT1-evaluation.md,reports/PLAAT1.html,category/nuclear-envelope.html,231,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
C6orf226,Peroxisomal biogenesis factor 39,scored,nuclear-speckle,73.1,7,False,,8,10,7,7,3,+1.5,⭐⭐⭐,0,Nuclear speckles,,scored,nuclear-speckle,detail/nuclear-speckle/C6orf226/C6orf226-evaluation.md,reports/C6orf226.html,category/nuclear-speckle.html,234,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CASC3,Protein CASC3 (Cancer susceptibility candidate gene 3 protein) (Metastatic lymph node gene 51 protein) (MLN 51) (Protein barentsz) (Btz),scored,nuclear-speckle,73.1,7,False,,10,10,6,7,3,+2.5,⭐⭐⭐,19,Nuclear membrane,,scored,nuclear-speckle,detail/nuclear-speckle/CASC3/CASC3-evaluation.md,reports/CASC3.html,category/nuclear-speckle.html,251,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
GIPC3,PDZ domain-containing protein GIPC3,scored,nuclear-speckle,73.1,7,False,,10,10,7,8,2,+0.5,⭐⭐⭐,0,"Nucleoplasm; 额外: Nuclear bodies, Golgi apparatus",,scored,nuclear-speckle,detail/nuclear-speckle/GIPC3/GIPC3-evaluation.md,reports/GIPC3.html,category/nuclear-speckle.html,190,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
RALGAPB,Ral GTPase-activating protein subunit beta (p170),scored,nuclear-speckle,73.1,7,False,,5,10,8,7,3,+1.5,⭐⭐⭐,10,Nuclear speckles,,scored,nuclear-speckle,detail/nuclear-speckle/RALGAPB/RALGAPB-evaluation.md,reports/RALGAPB.html,category/nuclear-speckle.html,239,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TCIM,Transcriptional and immune response regulator (Thyroid cancer protein 1) (TC-1),scored,nuclear-speckle,73.1,7,False,,8,10,7,7,3,+1.5,⭐⭐⭐,9,"Nucleoplasm; 额外: Plasma membrane, Cytosol",,scored,nuclear-speckle,detail/nuclear-speckle/TCIM/TCIM-evaluation.md,reports/TCIM.html,category/nuclear-speckle.html,231,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DDX54,ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54),scored,nucleolus,73.1,7,False,,8,8,10,7,3,+2.5,⭐⭐⭐,21,"Nucleoplasm, Nucleoli, Golgi apparatus",,scored,nucleolus,detail/nucleolus/DDX54/DDX54-evaluation.md,reports/DDX54.html,category/nucleolus.html,234,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
LAS1L,Ribosomal biogenesis protein LAS1L (Endoribonuclease LAS1L) (EC 3.1.-.-) (Protein LAS1 homolog),scored,nucleolus,73.1,7,False,,10,10,6,7,3,+2.5,⭐⭐⭐,18,nucleolus,,scored,nucleolus,detail/nucleolus/LAS1L/LAS1L-evaluation.md,reports/LAS1L.html,category/nucleolus.html,244,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
Ppan,Suppressor of SWI4 1 homolog (Ssf-1) (Brix domain-containing protein 3) (Peter Pan homolog),scored,nucleolus,73.1,8,False,,10,8,9,7,2,+2.5,⭐⭐⭐,25,暂无HPA定位数据,,scored,nucleolus,detail/nucleolus/Ppan/Ppan-evaluation.md,reports/Ppan.html,category/nucleolus.html,221,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CEP112,Centrosomal protein of 112 kDa (Cep112) (Coiled-coil domain-containing protein 46),scored,nucleoplasm,73.1,7,False,,8,10,7,7,3,+1.5,⭐⭐⭐,14,"Nucleoplasm, Centrosome; 额外: Midbody ring, Cytosol",,scored,nucleoplasm,detail/nucleoplasm/CEP112/CEP112-evaluation.md,reports/CEP112.html,category/nucleoplasm.html,240,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CNOT10,CCR4-NOT transcription complex subunit 10,scored,nucleoplasm,73.1,7,False,,10,10,7,6,3,+1.5,⭐⭐⭐,17,"Nucleoplasm, Centrosome; 额外: Cytosol",,scored,nucleoplasm,detail/nucleoplasm/CNOT10/CNOT10-evaluation.md,reports/CNOT10.html,category/nucleoplasm.html,233,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DMRTC1,Doublesex- and mab-3-related transcription factor C1,scored,nucleoplasm,73.1,8,False,,8,10,6,7,3,+0.5,⭐⭐⭐,0,Nucleoplasm; 额外: Intermediate filaments,,scored,nucleoplasm,detail/nucleoplasm/DMRTC1/DMRTC1-evaluation.md,reports/DMRTC1.html,category/nucleoplasm.html,179,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DMRTC1B,DMRT like family C1B,scored,nucleoplasm,73.1,8,False,,8,10,6,7,3,+0.5,⭐⭐⭐,0,Nucleoplasm; 额外: Intermediate filaments,,scored,nucleoplasm,detail/nucleoplasm/DMRTC1B/DMRTC1B-evaluation.md,reports/DMRTC1B.html,category/nucleoplasm.html,175,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DUSP12,Dual specificity protein phosphatase 12 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity tyrosine phosphatase YVH1),scored,nucleoplasm,73.1,7,False,,10,8,9,8,3,+1.5,⭐⭐⭐,32,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DUSP12/DUSP12-evaluation.md,reports/DUSP12.html,category/nucleoplasm.html,233,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
EML3,Echinoderm microtubule-associated protein-like 3 (EMAP-3),scored,nucleoplasm,73.1,7,False,,8,10,7,7,3,+1.5,⭐⭐⭐,9,暂无HPA定位数据,,scored,nucleoplasm,detail/nucleoplasm/EML3/EML3-evaluation.md,reports/EML3.html,category/nucleoplasm.html,233,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
ERI3,ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein),scored,nucleoplasm,73.1,4,False,,10,10,10,7,3,+2.5,⭐⭐⭐,8,"Nucleoplasm, Cytosol",,scored,nucleoplasm,detail/nucleoplasm/ERI3/ERI3-evaluation.md,reports/ERI3.html,category/nucleoplasm.html,232,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
EXOC1,Exocyst complex component 1 (Exocyst complex component Sec3),scored,nucleoplasm,73.1,7,False,,8,10,7,7,3,+1.5,⭐⭐⭐,20,"Plasma membrane, Microtubules; 额外: Cytosol",,scored,nucleoplasm,detail/nucleoplasm/EXOC1/EXOC1-evaluation.md,reports/EXOC1.html,category/nucleoplasm.html,233,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
FAM9B,Protein FAM9B,scored,nucleoplasm,73.1,7,False,,8,10,7,7,3,+1.5,⭐⭐⭐,8,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/FAM9B/FAM9B-evaluation.md,reports/FAM9B.html,category/nucleoplasm.html,243,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
FBXL17,F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13),scored,nucleoplasm,73.1,7,False,,10,10,6,7,3,+2.5,⭐⭐⭐,18,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/FBXL17/FBXL17-evaluation.md,reports/FBXL17.html,category/nucleoplasm.html,242,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
FCMR,Immunoglobulin mu Fc receptor (IgM FcR) (Fas apoptotic inhibitory molecule 3) (FAIM3) (Regulator of Fas-induced apoptosis Toso),scored,nucleoplasm,73.1,7,False,,10,10,6,7,3,+2.5,⭐⭐⭐,16,"Nucleoplasm, Plasma membrane; 额外: Golgi apparatus, Centrosome",,scored,nucleoplasm,detail/nucleoplasm/FCMR/FCMR-evaluation.md,reports/FCMR.html,category/nucleoplasm.html,219,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
HDGFL2,Hepatoma-derived growth factor-related protein 2 (HDGF-related protein 2) (HRP-2) (Hepatoma-derived growth factor 2) (HDGF-2),scored,nucleoplasm,73.1,7,False,,10,10,6,7,3,+2.5,⭐⭐⭐,8,"Nucleoplasm; 额外: Mitochondria, Cytosol",,scored,nucleoplasm,detail/nucleoplasm/HDGFL2/HDGFL2-evaluation.md,reports/HDGFL2.html,category/nucleoplasm.html,242,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
HMG20A,High mobility group protein 20A (HMG box-containing protein 20A) (HMG domain-containing protein 1) (HMG domain-containing protein HMGX1),scored,nucleoplasm,73.1,9,False,,10,8,7,7,3,+1.5,⭐⭐⭐,38,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/HMG20A/HMG20A-evaluation.md,reports/HMG20A.html,category/nucleoplasm.html,244,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
LRRC10B,Leucine-rich repeat-containing protein 10B,scored,nucleoplasm,73.1,7,False,,10,10,7,8,2,+0.5,⭐⭐⭐,6,Nucleoplasm; 额外: Nucleoli,,scored,nucleoplasm,detail/nucleoplasm/LRRC10B/LRRC10B-evaluation.md,reports/LRRC10B.html,category/nucleoplasm.html,208,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
OAZ2,Ornithine decarboxylase antizyme 2 (AZ2) (ODC-Az 2),scored,nucleoplasm,73.1,7,False,,8,10,7,7,3,+1.5,⭐⭐⭐,16,Golgi apparatus,,scored,nucleoplasm,detail/nucleoplasm/OAZ2/OAZ2-evaluation.md,reports/OAZ2.html,category/nucleoplasm.html,233,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
RAMACL,RNA guanine-N7 methyltransferase-activating subunit-like protein,scored,nucleoplasm,73.1,8,False,,8,10,6,7,3,+0.5,⭐⭐⭐,1,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/RAMACL/RAMACL-evaluation.md,reports/RAMACL.html,category/nucleoplasm.html,213,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
SEBOX,"Homeobox protein SEBOX (Homeobox OG-9) (Skin-, embryo-, brain- and oocyte-specific homeobox)",scored,nucleoplasm,73.1,8,False,,8,10,6,7,3,+0.5,⭐⭐⭐,8,暂无HPA定位数据,,scored,nucleoplasm,detail/nucleoplasm/SEBOX/SEBOX-evaluation.md,reports/SEBOX.html,category/nucleoplasm.html,204,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
SSX3,Protein SSX3 (Cancer/testis antigen 5.3) (CT5.3),scored,nucleoplasm,73.1,8,False,,8,10,6,7,3,+0.5,⭐⭐⭐,18,"Nucleoplasm, Nucleoli",,scored,nucleoplasm,detail/nucleoplasm/SSX3/SSX3-evaluation.md,reports/SSX3.html,category/nucleoplasm.html,230,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
SSX4B,Protein SSX4,scored,nucleoplasm,73.1,8,False,,8,10,6,7,3,+0.5,⭐⭐⭐,1,"Nucleoplasm, Nucleoli",,scored,nucleoplasm,detail/nucleoplasm/SSX4B/SSX4B-evaluation.md,reports/SSX4B.html,category/nucleoplasm.html,214,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
BIRC7,Baculoviral IAP repeat-containing protein 7 (EC 2.3.2.27) (Kidney inhibitor of apoptosis protein) (KIAP) (Livin) (Melanoma inhibitor of apoptosis protein) (ML-IAP) (RING finger protein 50) (RING-type E3 ubiquitin transferase BIRC7) [Cleaved into: Baculoviral IAP repeat-containing protein 7 30kDa subunit (Truncated livin) (p30-Livin) (tLivin)],scored,nucleus-cytoplasm,73,6,False,,10,6,7,8,10,+2.5,⭐⭐⭐,42,"Nucleoplasm; 额外: Nucleoplasm, Centrosome, Cytosol",,scored,nucleus-cytoplasm,detail/nucleus-cytoplasm/BIRC7/BIRC7-evaluation.md,reports/BIRC7.html,category/nucleus-cytoplasm.html,244,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
RSRC1,Serine/Arginine-related protein 53,scored,nucleoplasm,72.9,8.33,False,,10,10,2.67,7,6,0,⭐⭐⭐,22, Nuclear speckles,,scored,nucleoplasm,detail/nucleoplasm/RSRC1/RSRC1-evaluation.md,reports/RSRC1__nucleoplasm.html,category/nucleoplasm.html,210,True,True,True,True,True,True,True,True,2,SCORED_REJECTED_CONFLICT,False,manual_review;duplicate:SCORED_REJECTED_CONFLICT,GOOD,ok
NT5C3A,Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I) (Uridine 5'-monophosphate hydrolase 1) (p36),scored,nuclear-body,72.8,4,False,,10,10,9,8,3,+3.0,⭐⭐⭐,16,暂无HPA定位数据,,scored,nuclear-body,detail/nuclear-body/NT5C3A/NT5C3A-evaluation.md,reports/NT5C3A.html,category/nuclear-body.html,234,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
ADPRH,ADP-ribosylhydrolase ARH1 (EC 3.2.2.19) (ADP-ribose-L-arginine cleaving enzyme) ([Protein ADP-ribosylarginine] hydrolase) (ADP-ribosylarginine hydrolase) (hARH1),scored,nuclear-envelope,72.8,4,False,,10,10,9,8,3,+3.0,⭐⭐⭐,6,Nuclear membrane; 额外: Nucleoplasm,,scored,nuclear-envelope,detail/nuclear-envelope/ADPRH/ADPRH-evaluation.md,reports/ADPRH.html,category/nuclear-envelope.html,232,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CMSS1,Protein CMSS1 (Cms1 ribosomal small subunit homolog),scored,nuclear-envelope,72.8,7,False,,10,10,7,6,3,+1.0,⭐⭐⭐,16,"Nucleoli; 额外: Nucleoplasm, Nuclear membrane, Mitochondria",,scored,nuclear-envelope,detail/nuclear-envelope/CMSS1/CMSS1-evaluation.md,reports/CMSS1.html,category/nuclear-envelope.html,233,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
AAGAB,Alpha- and gamma-adaptin-binding protein p34,scored,nuclear-speckle,72.8,7,False,,10,8,9,7,3,+3.0,⭐⭐⭐,32,"Nuclear speckles, Cytosol",,scored,nuclear-speckle,detail/nuclear-speckle/AAGAB/AAGAB-evaluation.md,reports/AAGAB.html,category/nuclear-speckle.html,241,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
C16orf87,UPF0547 protein C16orf87,scored,nuclear-speckle,72.8,7,False,,8,10,7,7,3,+1.0,⭐⭐⭐,2,Nucleoplasm; 额外: Nuclear bodies,,scored,nuclear-speckle,detail/nuclear-speckle/C16orf87/C16orf87-evaluation.md,reports/C16orf87.html,category/nuclear-speckle.html,234,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DUSP11,RNA/RNP complex-1-interacting phosphatase (EC 3.1.3.-) (Dual specificity protein phosphatase 11) (Phosphatase that interacts with RNA/RNP complex 1),scored,nuclear-speckle,72.8,7,False,,10,10,6,7,3,+2.0,⭐⭐⭐,12,"Nucleoplasm, Nucleoli fibrillar center; 额外: Cytokinetic bridge",,scored,nuclear-speckle,detail/nuclear-speckle/DUSP11/DUSP11-evaluation.md,reports/DUSP11.html,category/nuclear-speckle.html,231,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
EEFSEC,"Selenocysteine-specific elongation factor (EC 3.6.5.-) (Elongation factor sec) (Eukaryotic elongation factor, selenocysteine-tRNA-specific)",scored,nuclear-speckle,72.8,7,False,,10,8,9,7,3,+3.0,⭐⭐⭐,33,"Nucleoplasm, Nuclear bodies; 额外: Cytosol",,scored,nuclear-speckle,detail/nuclear-speckle/EEFSEC/EEFSEC-evaluation.md,reports/EEFSEC.html,category/nuclear-speckle.html,232,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
LPXN,Leupaxin,scored,nuclear-speckle,72.8,7,False,,10,8,9,7,3,+3.0,⭐⭐⭐,28,"Focal adhesion sites; 额外: Nuclear speckles, Cytosol",,scored,nuclear-speckle,detail/nuclear-speckle/LPXN/LPXN-evaluation.md,reports/LPXN.html,category/nuclear-speckle.html,244,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
LRRC41,Leucine-rich repeat-containing protein 41 (Protein Muf1),scored,nuclear-speckle,72.8,7,False,,8,10,7,7,3,+1.0,⭐⭐⭐,4,Nuclear bodies; 额外: Nucleoplasm,,scored,nuclear-speckle,detail/nuclear-speckle/LRRC41/LRRC41-evaluation.md,reports/LRRC41.html,category/nuclear-speckle.html,232,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CCDC150,Coiled-coil domain-containing protein 150,scored,nucleoplasm,72.8,7,False,,8,10,7,7,3,+1.0,⭐⭐⭐,4,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/CCDC150/CCDC150-evaluation.md,reports/CCDC150.html,category/nucleoplasm.html,232,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CLK4,Dual specificity protein kinase CLK4 (EC 2.7.12.1) (CDC-like kinase 4),scored,nucleoplasm,72.8,8,False,,10,8,8,7,3,+2.0,⭐⭐⭐,36,Actin filaments,,scored,nucleoplasm,detail/nucleoplasm/CLK4/CLK4-evaluation.md,reports/CLK4.html,category/nucleoplasm.html,246,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COMMD3,COMM domain-containing protein 3 (Protein Bup) (Protein PIL),scored,nucleoplasm,72.8,7,False,,8,8,9,8,3,+3.0,⭐⭐⭐,23,暂无HPA定位数据,,scored,nucleoplasm,detail/nucleoplasm/COMMD3/COMMD3-evaluation.md,reports/COMMD3.html,category/nucleoplasm.html,230,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DPYSL5,Dihydropyrimidinase-related protein 5 (DRP-5) (CRMP3-associated molecule) (CRAM) (Collapsin response mediator protein 5) (CRMP-5) (UNC33-like phosphoprotein 6) (ULIP-6),scored,nucleoplasm,72.8,4,False,,10,10,9,8,3,+3.0,⭐⭐⭐,20,Nucleoplasm; 额外: Cytosol,,scored,nucleoplasm,detail/nucleoplasm/DPYSL5/DPYSL5-evaluation.md,reports/DPYSL5.html,category/nucleoplasm.html,243,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
GLRX2,"Glutaredoxin-2, mitochondrial",scored,nucleoplasm,72.8,7,False,,8,8,9,8,3,+3.0,⭐⭐⭐,31,Nucleoplasm; 额外: Vesicles,,scored,nucleoplasm,detail/nucleoplasm/GLRX2/GLRX2-evaluation.md,reports/GLRX2.html,category/nucleoplasm.html,228,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
