gene_symbol	species	full_name	aliases	uniprot_accession	uniprot_entry_name	uniprot_length	uniprot_reviewed	uniprot_pubmed_count	pubmed_count_strict	pubmed_count_loose	citations	hotness	hpa_nuclear	hpa_locations	hpa_reliability	compartments_nuclear_score	compartments_nuclear_evidence	uniprot_subcellular	uniprot_all_gene_names	uniprot_go_c	uniprot_go_ids	tier	num_sources	evidence_quality	source_uniprot	source_hpa	source_compartments	category	category_reason	final_category	ChIP_Atlas_class	ChIP_Atlas_antigen	ChIP_Atlas_hg38	ChIP_Atlas_mm10	ENCODE_ChIP_WT	ENCODE_ChIP_pert	ATAC_perturbed	FP80_Degree	FP80_Nuclear_Degree	FP80_ChIP_Neighbor_Degree	FP90_Degree	FP90_Nuclear_Degree	FP90_ChIP_Neighbor_Degree	BioGRID_Human_Degree	BioGRID_Human_Nuclear_Degree	BioGRID_Human_ChIP_Neighbor_Degree	BioGRID_Mouse_Degree	BioGRID_Mouse_Nuclear_Degree	BioGRID_Mouse_ChIP_Neighbor_Degree	STRING_Human_Degree	STRING_Human_Nuclear_Degree	STRING_Human_ChIP_Neighbor_Degree	STRING_Mouse_Degree	STRING_Mouse_Nuclear_Degree	STRING_Mouse_ChIP_Neighbor_Degree	Combined_BS_Human_Degree	Combined_BS_Human_Nuclear_Degree	Combined_BS_Human_ChIP_Neighbor_Degree	Combined_BS_Mouse_Degree	Combined_BS_Mouse_Nuclear_Degree	Combined_BS_Mouse_ChIP_Neighbor_Degree	Has_FP80_PPI	Has_FP90_PPI	Has_BioGRID_Human_PPI	Has_BioGRID_Mouse_PPI	Has_STRING_Human_PPI	Has_STRING_Mouse_PPI	Has_Combined_BS_Human_PPI	Has_Combined_BS_Mouse_PPI	Has_Any_Human_PPI	Has_Any_Mouse_PPI	Has_Any_PPI
Acss2	mouse	Acetyl-coenzyme A synthetase, cytoplasmic	Acas2; Acecs1	Q9QXG4	ACSA_MOUSE	701	True	12	364	388	364	热门	False			5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:11150295, ECO:0000269|PubMed:28552616}. Cytoplasm {ECO:0000269|PubMed:28562591}. Nucleus {ECO:0000269|PubMed:28552616, ECO:0000269|PubMed:28562591}. Note=Glucose deprivation results in its AMPK-dependent phosphorylation and subsequent nuclear translocation. Phosphorylation at Ser-659, leads to exposure of its nuclear localization signal which is required for its interaction with KPNA1 and subsequent translocation to the nucleus (By similarity). Found in the cytoplasm in undifferentiated neurons and upon differentiation, translocates to nucleus (PubMed:28562591). {ECO:0000250|UniProtKB:Q9NR19, ECO:0000269|PubMed:28562591}.	Acss2 Acas2 Acecs1			1	2	3	True	False	True	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear	TFs and others	ACSS2,Acss2	WT:2/pert:0	WT:9/pert:1	0	0	False	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	57	2	0	0	0	0	59	2	0	False	False	False	True	False	True	False	True	False	True	True
Actb	mouse	Actin, cytoplasmic 1		P60710	ACTB_MOUSE	375	True	16	1947	1947	1947	热门	False			5.000	score=5.0; evidence=IDA; sources=ComplexPortal;GO_Central;MGI;Reactome	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Nucleus {ECO:0000269|PubMed:23558171, ECO:0000269|PubMed:25759381}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. {ECO:0000250|UniProtKB:P60709}.	Actb			1	2	3	True	False	True	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear	TFs and others	ACTB,Actb	WT:0/pert:0	WT:2/pert:0	0	0	False	7	3	1	5	1	0	0	0	0	186	105	41	0	0	0	338	172	86	0	0	0	487	254	123	True	True	False	True	False	True	False	True	True	True	True
Actl6a	mouse	Actin-like protein 6A	Actl6; Baf53a	Q9Z2N8	ACL6A_MOUSE	429	True	8	127	146	127	热门	False			5.000	score=5.0; evidence=IDA; sources=ComplexPortal;GO_Central;MGI;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O96019}.	Actl6a Actl6 Baf53a			1	2	3	True	False	True	families	family_Chromatin_remodeling;family_SWI_SNF_BAF	families			WT:0/pert:0	WT:0/pert:0	0	0	False	11	11	10	4	4	4	0	0	0	24	20	17	0	0	0	89	80	60	0	0	0	102	90	68	True	True	False	True	False	True	False	True	True	True	True
Actl6b	mouse	Actin-like protein 6B	Actl6; Arpna; Baf53b	Q99MR0	ACL6B_MOUSE	426	True	8	32	58	32	较多	False			5.000	score=5.0; evidence=IDA; sources=ComplexPortal;GO_Central;Reactome;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12437990}.	Actl6b Actl6 Arpna Baf53b			1	2	3	True	False	True	families	family_SWI_SNF_BAF	families			WT:0/pert:0	WT:0/pert:0	0	0	False	5	5	4	1	1	1	0	0	0	4	3	2	0	0	0	63	58	46	0	0	0	65	59	46	True	True	False	True	False	True	False	True	True	True	True
Actl7a	mouse	Actin-like protein 7A	Tact2	Q9QY84	ACL7A_MOUSE	440	True	13	45	66	45	较多	False			5.000	score=5.0; evidence=IDA; sources=MGI;UniProtKB	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21278383}. Golgi apparatus {ECO:0000269|PubMed:21278383}. Cytoplasm {ECO:0000269|PubMed:12672658, ECO:0000269|PubMed:36734600}. Nucleus {ECO:0000269|PubMed:12672658, ECO:0000269|PubMed:21278383, ECO:0000269|PubMed:36734600}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:21278383}. Note=Detected at the Golgi apparatus during acrosome biogenesis (PubMed:21278383). Detected at the subacrosomal layer in round spermatids (PubMed:21278383). Detected in sperm head and tail (PubMed:21278383).	Actl7a Tact2			1	2	3	True	False	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	False	False	False	False	False	True	False	True	False	True	True
Actrt3	mouse	Actin-related protein T3	Arpm1	Q8BXF8	ACTT3_MOUSE	369	True	4	8	10	8	中等	False			5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:18692047}. Nucleus {ECO:0000269|PubMed:18692047}. Note=The localization changes from the peripheral region to inside the nucleus during differentiation from round to elongated spermatid.	Actrt3 Arpm1			1	2	3	True	False	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	1	0	0	0	6	3	1	True	False	False	False	False	True	False	True	True	True	True
Adad1	mouse	Adenosine deaminase domain-containing protein 1	Tenr	Q5SUE7	ADAD1_MOUSE	619	True	8	31	54	31	较多	False			5.000	score=5.0; evidence=IDA; sources=GO_Central;MGI	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:7543294}.	Adad1 Tenr			1	2	3	True	False	True	families	family_RNA_modification	families			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	True	False	False	False	False	True	False	True	True	True	True
Adad2	mouse	Adenosine deaminase domain-containing protein 2		Q9D5P4	ADAD2_MOUSE	561	True	5	18	18	18	中等	False			5.000	score=5.0; evidence=IDA; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:32665638}. Cytoplasm {ECO:0000269|PubMed:32665638}. Note=Diffusely cytoplasmic early in pachytene spermatocytes and coalesces into several perinuclear granules by late pachynema. {ECO:0000269|PubMed:32665638}.	Adad2			1	2	3	True	False	True	families	family_RNA_modification	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Adar	mouse	Double-stranded RNA-specific adenosine deaminase		Q99MU3	DSRAD_MOUSE	1178	True	14	2518	2518	2518	热门	False			5.000	score=5.0; evidence=IDA; sources=GO_Central;MGI;UniProtKB	SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm. Nucleus, nucleolus. Note=Long forms starting at Met-1 are found predominantly in cytoplasm. Shuttles between the cytoplasm and nucleus.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm. Nucleus, nucleolus. Note=Long forms starting at Met-1 are found predominantly in cytoplasm.; SUBCELLULAR LOCATION: [Isoform 3]: Nucleus, nucleolus. Note=Short forms starting at Met-519 are found exclusively in the nucleolus.; SUBCELLULAR LOCATION: [Isoform 4]: Nucleus, nucleolus. Note=Short forms starting at Met-519 are found exclusively in the nucleolus.	Adar			1	2	3	True	False	True	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear	TFs and others	ADAR	WT:0/pert:2	WT:0/pert:0	0	0	False	1	1	1	0	0	0	0	0	0	12	6	2	0	0	0	26	19	10	0	0	0	34	23	12	True	False	False	True	False	True	False	True	True	True	True
Adarb1	mouse	Double-stranded RNA-specific editase 1	Adar2; Red1	Q91ZS8	RED1_MOUSE	711	True	7	700	1188	700	热门	False			5.000	score=5.0; evidence=IDA; sources=GO_Central;MGI;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P78563}. Nucleus, nucleolus {ECO:0000250|UniProtKB:P78563}. Note=Shuttles between nucleoli and the nucleoplasm. {ECO:0000250|UniProtKB:P78563}.	Adarb1 Adar2 Red1			1	2	3	True	False	True	families	family_RNA_modification	families			WT:0/pert:0	WT:0/pert:0	0	0	False	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	True	False	False	False	False	True	False	True	True	True	True
Adat3	mouse	tRNA-specific adenosine-34 deaminase regulatory subunit ADAT3		Q6PAT0	ADAT3_MOUSE	349	True	6	36	36	36	较多	False			3.000	score=3.0; evidence=IBA; sources=GO_Central	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:40120092}. Cytoplasm {ECO:0000269|PubMed:40120092}. Note=The ADAT2-ADAT3 complex shows a diffuse expression pattern in both the cytoplasm and the nucleus. {ECO:0000269|PubMed:40120092}.	Adat3			1	2	2	True	False	True	rbp_rnp_nonfamily	reclassified_from_RBP	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	5	4	0	True	True	False	False	False	True	False	True	True	True	True
Add3	mouse	Gamma-adducin	Addl	Q9QYB5	ADDG_MOUSE	706	True	7	122	279	122	热门	False			5.000	score=5.0; evidence=IDA; sources=MGI	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q62847}. Cell membrane {ECO:0000250|UniProtKB:Q62847}; Peripheral membrane protein; Cytoplasmic side. Cytoplasm {ECO:0000269|PubMed:33992672}. Note=Full-length protein and the cleavage fragment 358-706 localize mainly to the cytoplasm, while cleavage fragment 1-357 translocates from the cytoplasm to the nucleus. {ECO:0000269|PubMed:33992672}.	Add3 Addl			1	2	3	True	False	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	2	2	0	2	2	0	0	0	0	9	6	3	0	0	0	16	1	0	0	0	0	25	7	3	True	True	False	True	False	True	False	True	True	True	True
Adig	mouse	Adipogenin	Smaf1	Q8R400	ADIG_MOUSE	80	True	6	24	30	24	较多	False			4.000	score=4.0; evidence=IDA; sources=HGNC-UCL	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}. Nucleus {ECO:0000269|PubMed:15567149, ECO:0000269|PubMed:16132694}.	Adig Smaf1			1	2	3	True	False	True	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	True	False	False	False	False	True	False	True	True	True	True
Adk	mouse	Adenosine kinase		P55264	ADK_MOUSE	361	True	8	1072	1072	1072	热门	False			5.000	score=5.0; evidence=IDA; sources=GO_Central;MGI	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:6407470}.; SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000250|UniProtKB:P55263}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000250|UniProtKB:P55263}.	Adk			1	2	3	True	False	True	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	53	7	2	0	0	0	55	8	2	False	False	False	True	False	True	False	True	False	True	True
Adnp	mouse	Activity-dependent neuroprotector homeobox protein		Q9Z103	ADNP_MOUSE	1108	True	7	462	462	462	热门	False			3.000	score=3.0; evidence=IBA; sources=GO_Central	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}. Chromosome {ECO:0000305|PubMed:23071114}.	Adnp			1	2	2	True	False	True	families	family_HOX	families	TFs and others	ADNP,Adnp	WT:3/pert:1	WT:1/pert:15	2	0	False	0	0	0	0	0	0	0	0	0	17	14	13	0	0	0	4	4	4	0	0	0	19	16	15	False	False	False	True	False	True	False	True	False	True	True
Adnp2	mouse	Activity-dependent neuroprotector homeobox protein 2	Kiaa0863; Zfp508; Znf508	Q8CHC8	ADNP2_MOUSE	1165	True	4	23	23	23	较多	False			3.000	score=3.0; evidence=IBA; sources=GO_Central	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	Adnp2 Kiaa0863 Zfp508 Znf508			1	2	2	True	False	True	families	family_HOX	families	TFs and others	ADNP2	WT:1/pert:0	WT:0/pert:0	0	0	False	1	1	1	1	1	1	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	3	3	2	True	True	False	True	False	False	False	True	True	True	True
Aebp2	mouse	Zinc finger protein AEBP2		Q9Z248	AEBP2_MOUSE	504	True	7	58	58	58	热门	False			5.000	score=5.0; evidence=IDA; sources=GO_Central;MGI;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q6ZN18}. Note=Localizes to chromatin as part of the PRC2 complex. {ECO:0000250|UniProtKB:Q6ZN18}.	Aebp2			1	2	3	True	False	True	families	family_Polycomb	families	TFs and others	AEBP2,Aebp2	WT:5/pert:3	WT:24/pert:12	1	0	False	3	3	3	1	1	1	0	0	0	7	6	5	0	0	0	45	41	34	0	0	0	47	42	34	True	True	False	True	False	True	False	True	True	True	True
Aff1	mouse	AF4/FMR2 family member 1	Mllt2; Mllt2h	O88573	AFF1_MOUSE	1216	True	3	362	368	362	热门	False			5.000	score=5.0; evidence=IDA; sources=GO_Central;MGI	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	Aff1 Mllt2 Mllt2h			1	2	3	True	False	True	families	family_MLL_COMPASS;family_Transcription_elongation	families	TFs and others	AFF1	WT:23/pert:34	WT:0/pert:0	2	0	False	18	16	15	14	14	14	0	0	0	4	1	0	0	0	0	50	45	36	0	0	0	54	46	36	True	True	False	True	False	True	False	True	True	True	True
Aff2	mouse	AF4/FMR2 family member 2	Fmr2; Ox19	O55112	AFF2_MOUSE	1272	True	3	208	543	208	热门	False			5.000	score=5.0; evidence=IDA; sources=MGI;UniProtKB	SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:19136466}. Note=When splicing or transcription are inhibited, accumulates in large, rounded speckles and in the nucleolus. {ECO:0000250}.	Aff2 Fmr2 Ox19			1	2	3	True	False	True	families	family_Transcription_elongation	families			WT:0/pert:0	WT:0/pert:0	0	0	False	3	3	3	2	2	2	0	0	0	2	1	0	0	0	0	1	1	1	0	0	0	3	2	1	True	True	False	True	False	True	False	True	True	True	True
Aff4	mouse	AF4/FMR2 family member 4	Alf4	Q9ESC8	AFF4_MOUSE	1160	True	8	138	757	138	热门	False			5.000	score=5.0; evidence=IDA; sources=GO_Central;MGI;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22195968}. Chromosome {ECO:0000269|PubMed:22195968}. Note=Associates to transcriptionally active chromatin but not at snRNA genes. {ECO:0000269|PubMed:22195968}.	Aff4 Alf4			1	2	3	True	False	True	families	family_Transcription_elongation	families	TFs and others	AFF4,Aff4	WT:16/pert:37	WT:2/pert:14	3	0	False	13	13	13	10	10	10	0	0	0	2	2	1	0	0	0	54	50	37	0	0	0	56	52	38	True	True	False	True	False	True	False	True	True	True	True
Agbl5	mouse	Cytosolic carboxypeptidase-like protein 5	Ccp5	Q09M02	CBPC5_MOUSE	886	True	10	23	54	23	较多	False			5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:17244818, ECO:0000269|PubMed:24022482}. Nucleus {ECO:0000269|PubMed:17244818}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q8NDL9}. Midbody {ECO:0000250|UniProtKB:Q8NDL9}. Note=Colocalizes with alpha-tubulin in the mitotic spindle and with midbody microtubules in the intercellular bridges formed during cytokinesis (By similarity). Mainly cytoplasmic. Slight accumulation in the nucleus is observed (PubMed:17244818). {ECO:0000250|UniProtKB:Q8NDL9, ECO:0000269|PubMed:17244818}.	Agbl5 Ccp5			1	2	3	True	False	True	families	family_Cell_cycle	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Ager	mouse	Advanced glycosylation end product-specific receptor	Rage	Q62151	RAGE_MOUSE	402	True	19	2480	13111	2480	热门	False			5.000	score=5.0; evidence=IDA; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q15109}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, phagocytic cup {ECO:0000250|UniProtKB:Q15109}. Early endosome {ECO:0000250|UniProtKB:Q15109}. Nucleus {ECO:0000269|PubMed:28977635}. Note=Nuclear translocation is enhanced by irradiation, hypoxia and reperfusion injury to brain or kidney. {ECO:0000269|PubMed:28977635}.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000250|UniProtKB:Q15109}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:16503878}.; SUBCELLULAR LOCATION: [Isoform 10]: Cell membrane {ECO:0000269|PubMed:24260107}; Single-pass membrane protein {ECO:0000255}.	Ager Rage			1	2	3	True	False	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	9	2	0	0	0	21	9	2	True	True	False	False	False	True	False	True	True	True	True
Ago2	mouse	Protein argonaute-2	Eif2c2; Kiaa4215	Q8CJG0	AGO2_MOUSE	860	True	15	2465	2481	2465	热门	False			5.000	score=5.0; evidence=IDA; sources=MGI	SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000255|HAMAP-Rule:MF_03031}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03031}. Note=Translational repression of mRNAs results in their recruitment to P-bodies. Translocation to the nucleus requires IMP8. {ECO:0000255|HAMAP-Rule:MF_03031}.	Ago2 Eif2c2 Kiaa4215			1	2	3	True	False	True	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear	TFs and others	AGO2,Ago2	WT:8/pert:5	WT:17/pert:7	1	0	False	0	0	0	0	0	0	0	0	0	57	40	20	0	0	0	84	60	25	0	0	0	121	86	36	False	False	False	True	False	True	False	True	False	True	True
Agtpbp1	mouse	Cytosolic carboxypeptidase 1	Ccp1; Nna1	Q641K1	CBPC1_MOUSE	1218	True	16	83	283	83	热门	False			5.000	score=5.0; evidence=IDA; sources=GO_Central;MGI	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9UPW5}. Cytoplasm, cytosol {ECO:0000269|PubMed:11083920}. Nucleus {ECO:0000269|PubMed:11083920}. Mitochondrion {ECO:0000269|PubMed:20620870}. Note=Localizes in both the cytoplasm and nuclei of interphase and dividing cells. {ECO:0000250|UniProtKB:Q9UPW5}.	Agtpbp1 Ccp1 Nna1			1	2	3	True	False	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	5	2	0	True	False	False	True	False	True	False	True	True	True	True
Ahctf1	mouse	Protein ELYS	Elys	Q8CJF7	ELYS_MOUSE	2243	True	10	39	115	39	较多	False			5.000	score=5.0; evidence=IDA; sources=ComplexPortal;GO_Central;MGI;UniProtKB	SUBCELLULAR LOCATION: Chromosome, centromere, kinetochore {ECO:0000250}. Nucleus, nucleoplasm {ECO:0000269|PubMed:11952839}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:23499022}. Nucleus matrix {ECO:0000269|PubMed:23499022}. Cytoplasm {ECO:0000269|PubMed:11952839}. Note=Localizes to the nuclear pore complex (NPC) throughout interphase. Localizes to the kinetochore from prophase, and this appears to require the Nup107-160 subcomplex of the NPC. Localizes to the periphery of chromatin from late anaphase (By similarity). {ECO:0000250|UniProtKB:Q8WYP5}.	Ahctf1 Elys			1	2	3	True	False	True	families	family_Centromere_kinetochore;family_Nuclear_pore	families	TFs and others	AHCTF1	WT:1/pert:0	WT:0/pert:0	0	0	False	7	7	3	4	4	1	0	0	0	5	5	4	0	0	0	29	28	8	0	0	0	34	33	12	True	True	False	True	False	True	False	True	True	True	True
Ahr	mouse	Aryl hydrocarbon receptor		Q8R4S5	AHR_MUSMM	883	True	1	31199	31199	31199	热门	False			5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P30561}. Nucleus {ECO:0000250|UniProtKB:P30561}. Note=Initially cytoplasmic; upon binding with ligand and interaction with a HSP90, it translocates to the nucleus. {ECO:0000250|UniProtKB:P30561}.	Ahr			1	2	3	True	False	True	families	family_bHLH	families	TFs and others	AHR,Ahr	WT:25/pert:48	WT:15/pert:55	1	0	True	0	0	0	0	0	0	0	0	0	6	5	3	0	0	0	13	6	3	0	0	0	16	9	5	False	False	False	True	False	True	False	True	False	True	True
Ahrr	mouse	Aryl hydrocarbon receptor repressor	Kiaa1234	Q3U1U7	AHRR_MOUSE	701	True	7	573	573	573	热门	False			4.000	score=4.0; evidence=IDA; sources=BHF-UCL	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9887096}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00981, ECO:0000269|PubMed:9887096}. Note=Predominantly in the nuclear compartment. First cytoplasmic, translocates into the nuclear compartment upon interaction with ARNT in the cytoplasmic compartment.	Ahrr Kiaa1234			1	2	3	True	False	True	families	family_bHLH	families	TFs and others	AHRR	WT:2/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	8	3	2	0	0	0	8	3	2	False	False	False	True	False	True	False	True	False	True	True
Aicda	mouse	Single-stranded DNA cytosine deaminase	AID;Aid	Q8NHF9;Q9WVE0	AICDA_MOUSE	198	True	5	1431	276034	1431	热门	False			4.000	UniProtKB;evidence=TAS;score=4.0;sources=Reactome	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20507984}. Cytoplasm {ECO:0000269|PubMed:20507984, ECO:0000269|PubMed:23803409}. Note=Predominantly cytoplasmic. In the presence of MCM3AP/GANP, relocalizes to the nucleus. {ECO:0000269|PubMed:20507984}.	Aicda Aid			1	2	3	True	False	True	families	family_RNA_modification;merged_AID	families	TFs and others	AICDA,Aicda	WT:6/pert:0	WT:3/pert:3	0	0	False	0	0	0	0	0	0	0	0	0	5	5	4	0	0	0	38	8	7	0	0	0	42	12	10	False	False	False	True	False	True	False	True	False	True	True
Aifm1	mouse	Apoptosis-inducing factor 1, mitochondrial	Aif;Pdcd8	Q2QKE3;Q9Z0X1	AIFM1_MOUSE	612	True	12	891	4727	891	热门	False			5.000	evidence=IDA;score=5.0;sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000256|ARBA:ARBA00004556}. Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004273}. Mitochondrion intermembrane space {ECO:0000256|ARBA:ARBA00004569}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.;SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:9989411}. Mitochondrion inner membrane {ECO:0000269|PubMed:30830864}. Cytoplasm {ECO:0000269|PubMed:21467298}. Nucleus {ECO:0000269|PubMed:12114629}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:O95831}. Note=Proteolytic cleavage during or just after translocation into the mitochondrial intermembrane space (IMS) results in the formation of an inner-membrane-anchored mature form (AIFmit) (By similarity). During apoptosis, further proteolytic processing leads to a mature form, which is confined to the mitochondrial IMS in a soluble form (AIFsol) (By similarity). AIFsol is released to the cytoplasm in response to specific death signals, and translocated to the nucleus, where it induces nuclear apoptosis (PubMed:12114629). Release into the cytoplasm is mediated upon binding to poly-ADP-ribose chains (PubMed:21467298). Translocation into the nucleus is promoted by interaction with (auto-poly-ADP-ribosylated) processed form of PARP1 (By similarity). Colocalizes with EIF3G in the nucleus and perinuclear region. {ECO:0000250|UniProtKB:O95831, ECO:0000269|PubMed:12114629}.;SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion {ECO:0000269|PubMed:16644725}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:O95831}. Note=In pro-apoptotic conditions, is released from mitochondria to cytosol in a calpain/cathepsin-dependent manner. {ECO:0000250|UniProtKB:O95831}.	Aifm1 Aif Pdcd8			1	2	3	True	False	True	families	family_Apoptosis;merged_Pdcd8	families			WT:0/pert:0	WT:0/pert:0	0	0	False	11	5	1	6	2	0	0	0	0	28	9	5	0	0	0	20	12	0	0	0	0	45	19	5	True	True	False	True	False	True	False	True	True	True	True
Aifm2	mouse	Ferroptosis suppressor protein 1	Amid	Q8BUE4	FSP1_MOUSE	373	True	8	108	11851	108	热门	False			5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000250|UniProtKB:Q9BRQ8}. Cell membrane {ECO:0000250|UniProtKB:Q9BRQ8}; Lipid-anchor {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:26689472}. Mitochondrion membrane {ECO:0000269|PubMed:26689472}. Nucleus {ECO:0000269|PubMed:26689472}.	Aifm2 Amid			1	2	3	True	False	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	1	1	0	0	0	0	5	2	1	False	False	False	True	False	True	False	True	False	True	True
