gene	batch_id	current_path	current_status	current_lines	current_chars	was_in_recovery_master_queue	was_processed	was_committed	qa_pass	qa_fail_reason	old_status	new_status	old_score	new_score	needs_reharvest	harvest_completed	has_hpa	has_uniprot_go	has_pubmed_strict_broad	has_alphafold_plddt_pae	has_pdb_or_no_pdb_explanation	has_ppi	has_scoring_table	has_final_decision_reason	has_manual_review_note	has_forbidden_placeholders	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	completion_status	reason
TOGARAM1	103	detail/nuclear-speckle/TOGARAM1/TOGARAM1-evaluation.md	scored	179	5891	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TOGARAM2	103	detail/nucleoplasm/TOGARAM2/TOGARAM2-evaluation.md	scored	162	4200	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=162 qa=False pkt=True
TOR1AIP1	103	detail/nuclear-envelope/TOR1AIP1/TOR1AIP1-evaluation.md	scored	181	5698	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TOR1AIP2	103	detail/nuclear-envelope/TOR1AIP2/TOR1AIP2-evaluation.md	scored	179	5850	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TP53RK	103	detail/nucleoplasm/TP53RK/TP53RK-evaluation.md	scored	181	5777	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TP53TG5	104	detail/nucleolus/TP53TG5/TP53TG5-evaluation.md	scored	176	5405	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
TPCN2	104	detail/nucleoplasm/TPCN2/TPCN2-evaluation.md	scored	184	5913	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=184 qa=False pkt=True
TPPP	104	detail/rejected/TPPP/TPPP-evaluation.md	rejected	184	5987	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=184 qa=False pkt=True
TPRG1	104	detail/nucleoplasm/TPRG1/TPRG1-evaluation.md	scored	172	5633	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
TPRKB	104	detail/nucleoplasm/TPRKB/TPRKB-evaluation.md	scored	180	5594	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TPRN	105	detail/nucleoplasm/TPRN/TPRN-evaluation.md	scored	181	5688	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TRAIP	105	detail/nucleolus/TRAIP/TRAIP-evaluation.md	scored	181	5714	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TRAK2	105	detail/nuclear-speckle/TRAK2/TRAK2-evaluation.md	scored	184	6072	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
TRAPPC13	105	detail/nucleoplasm/TRAPPC13/TRAPPC13-evaluation.md	scored	180	5887	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TRIM35	105	detail/nucleoplasm/TRIM35/TRIM35-evaluation.md	scored	178	5627	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
TRIM41	106	detail/nucleolus/TRIM41/TRIM41-evaluation.md	scored	179	5675	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TRIM45	106	detail/nucleoplasm/TRIM45/TRIM45-evaluation.md	scored	180	5675	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TRIM52	106	detail/nucleoplasm/TRIM52/TRIM52-evaluation.md	scored	179	5830	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TRIM63	106	detail/rejected/TRIM63/TRIM63-evaluation.md	rejected	172	5724	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
TRIM69	106	detail/nuclear-speckle/TRIM69/TRIM69-evaluation.md	scored	181	5823	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TRIM7	107	detail/nucleoplasm/TRIM7/TRIM7-evaluation.md	scored	179	5865	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TRIOBP	107	detail/chromatin/TRIOBP/TRIOBP-evaluation.md	scored	183	5789	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
TRIR	107	detail/nucleoplasm/TRIR/TRIR-evaluation.md	scored	177	5529	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
TRMT11	107	detail/nuclear-speckle/TRMT11/TRMT11-evaluation.md	scored	179	5728	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TRMT13	107	detail/nuclear-speckle/TRMT13/TRMT13-evaluation.md	scored	175	5595	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
TRMT44	108	detail/nuclear-speckle/TRMT44/TRMT44-evaluation.md	scored	173	5113	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
TRMT5	108	detail/nucleoplasm/TRMT5/TRMT5-evaluation.md	scored	180	5913	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TRNP1	108	detail/chromatin/TRNP1/TRNP1-evaluation.md	scored	170	4839	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
TSEN2	108	detail/nucleolus/TSEN2/TSEN2-evaluation.md	scored	182	5996	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=182 qa=False pkt=True
TSNAX	108	detail/nucleoplasm/TSNAX/TSNAX-evaluation.md	scored	183	5942	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
TSPAN13	109	detail/nucleoplasm/TSPAN13/TSPAN13-evaluation.md	scored	170	4782	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
TSPAN2	109	detail/nucleoplasm/TSPAN2/TSPAN2-evaluation.md	scored	180	5518	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TSPAN3	109	detail/nucleoplasm/TSPAN3/TSPAN3-evaluation.md	scored	178	5596	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
TSPAN9	109	detail/nucleoplasm/TSPAN9/TSPAN9-evaluation.md	scored	174	5074	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=174 qa=False pkt=True
TSPY1	109	detail/chromatin/TSPY1/TSPY1-evaluation.md	scored	170	4418	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
TSPY3	110	detail/chromatin/TSPY3/TSPY3-evaluation.md	scored	169	4447	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=169 qa=False pkt=True
TSPYL1	110	detail/nucleolus/TSPYL1/TSPYL1-evaluation.md	scored	171	5459	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
TSR1	110	detail/nucleolus/TSR1/TSR1-evaluation.md	scored	170	5278	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
TSSK1B	110	detail/nuclear-speckle/TSSK1B/TSSK1B-evaluation.md	scored	169	5737	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=169 qa=False pkt=True
TSSK3	110	detail/nuclear-speckle/TSSK3/TSSK3-evaluation.md	scored	177	5698	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
TSSK6	111	detail/nuclear-speckle/TSSK6/TSSK6-evaluation.md	scored	179	5744	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TTC21A	111	detail/nucleoplasm/TTC21A/TTC21A-evaluation.md	scored	178	5597	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
TTC27	111	detail/nucleoplasm/TTC27/TTC27-evaluation.md	scored	177	5383	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
TTC33	111	detail/nucleoplasm/TTC33/TTC33-evaluation.md	scored	173	4732	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
TTC36	111	detail/nucleoplasm/TTC36/TTC36-evaluation.md	scored	168	4783	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=168 qa=False pkt=True
TTI1	112	detail/nucleoplasm/TTI1/TTI1-evaluation.md	scored	181	5564	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TTLL12	112	detail/nucleoplasm/TTLL12/TTLL12-evaluation.md	scored	183	5932	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
TTLL5	112	detail/nucleoplasm/TTLL5/TTLL5-evaluation.md	scored	182	5994	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
TUBGCP2	112	detail/nucleoplasm/TUBGCP2/TUBGCP2-evaluation.md	scored	184	6196	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
TUSC1	112	detail/nucleoplasm/TUSC1/TUSC1-evaluation.md	scored	168	5079	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=168 qa=False pkt=True
TXK	113	detail/nucleolus/TXK/TXK-evaluation.md	scored	182	5797	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=182 qa=False pkt=True
TXLNA	113	detail/nucleoplasm/TXLNA/TXLNA-evaluation.md	scored	180	5676	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TXLNG	113	detail/nuclear-envelope/TXLNG/TXLNG-evaluation.md	scored	176	5289	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
TXNDC9	113	detail/nucleoplasm/TXNDC9/TXNDC9-evaluation.md	scored	181	5813	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TXNRD3	113	detail/nucleoplasm/TXNRD3/TXNRD3-evaluation.md	scored	181	5780	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
Tex19.1	114	detail/rejected/Tex19.1/Tex19.1-evaluation.md	rejected	159	4269	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=159 qa=False pkt=True
Tnni3k	114	detail/nucleoplasm/Tnni3k/Tnni3k-evaluation.md	scored	178	5516	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
Trappc2	114	detail/nucleoplasm/Trappc2/Trappc2-evaluation.md	scored	184	6036	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
Trim30a	114	detail/rejected/Trim30a/Trim30a-evaluation.md	rejected	160	4351	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=160 qa=False pkt=True
U2SURP	114	detail/nucleoplasm/U2SURP/U2SURP-evaluation.md	scored	179	5673	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
UACA	115	detail/nucleoplasm/UACA/UACA-evaluation.md	scored	182	5794	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
UBXN1	115	detail/nucleoplasm/UBXN1/UBXN1-evaluation.md	scored	182	5601	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
UBXN2B	115	detail/nucleoplasm/UBXN2B/UBXN2B-evaluation.md	scored	181	5810	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
UBXN4	115	detail/nuclear-envelope/UBXN4/UBXN4-evaluation.md	scored	180	5924	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
UBXN8	115	detail/nucleolus/UBXN8/UBXN8-evaluation.md	scored	180	5774	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
UCKL1	116	detail/nucleoplasm/UCKL1/UCKL1-evaluation.md	scored	179	5918	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
UEVLD	116	detail/nucleoplasm/UEVLD/UEVLD-evaluation.md	scored	178	5433	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
UFSP2	116	detail/nucleoplasm/UFSP2/UFSP2-evaluation.md	scored	179	5587	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
UIMC1	116	detail/nuclear-speckle/UIMC1/UIMC1-evaluation.md	scored	181	5757	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
UPP2	116	detail/nucleoplasm/UPP2/UPP2-evaluation.md	scored	178	5671	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
URB2	117	detail/nucleolus/URB2/URB2-evaluation.md	scored	179	5510	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
USHBP1	117	detail/nucleoplasm/USHBP1/USHBP1-evaluation.md	scored	175	5251	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
USO1	117	detail/nucleolus/USO1/USO1-evaluation.md	scored	184	5902	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
UVRAG	117	detail/rejected/UVRAG/UVRAG-evaluation.md	rejected	184	5946	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
VBP1	117	detail/rejected/VBP1/VBP1-evaluation.md	rejected	177	5529	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
VCF1	118	detail/rejected/VCF1/VCF1-evaluation.md	rejected	162	4320	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=162 qa=False pkt=True
VCPIP1	118	detail/nucleoplasm/VCPIP1/VCPIP1-evaluation.md	scored	180	6006	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
VPS13D	118	detail/nucleoplasm/VPS13D/VPS13D-evaluation.md	scored	178	5436	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
VPS25	118	detail/nucleoplasm/VPS25/VPS25-evaluation.md	scored	183	5759	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
VPS36	118	detail/nucleoplasm/VPS36/VPS36-evaluation.md	scored	183	5875	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
VPS37A	119	detail/nucleoplasm/VPS37A/VPS37A-evaluation.md	scored	184	6012	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
VPS51	119	detail/nucleolus/VPS51/VPS51-evaluation.md	scored	184	6060	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=184 qa=False pkt=True
VPS54	119	detail/nucleoplasm/VPS54/VPS54-evaluation.md	scored	184	5592	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
VPS9D1	119	detail/nucleoplasm/VPS9D1/VPS9D1-evaluation.md	scored	178	5629	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
VRK3	119	detail/nucleoplasm/VRK3/VRK3-evaluation.md	scored	179	5528	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
VSIG10L	120	detail/nucleoplasm/VSIG10L/VSIG10L-evaluation.md	scored	169	4663	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=169 qa=False pkt=True
WAS	120	detail/nucleoplasm/WAS/WAS-evaluation.md	scored	171	4413	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
WASHC4	120	detail/nucleoplasm/WASHC4/WASHC4-evaluation.md	scored	180	5746	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=180 qa=False pkt=True
WASL	120	detail/nucleoplasm/WASL/WASL-evaluation.md	scored	184	5765	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
WBP1L	120	detail/nucleoplasm/WBP1L/WBP1L-evaluation.md	scored	177	5743	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
WBP2	121	detail/nucleoplasm/WBP2/WBP2-evaluation.md	scored	181	5401	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=181 qa=False pkt=True
WDR11	121	detail/nucleoplasm/WDR11/WDR11-evaluation.md	scored	177	5825	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
WDR12	121	detail/nucleolus/WDR12/WDR12-evaluation.md	scored	180	5765	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
WDR13	121	detail/nucleoplasm/WDR13/WDR13-evaluation.md	scored	179	5700	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
WDR17	121	detail/nuclear-speckle/WDR17/WDR17-evaluation.md	scored	173	5233	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
WDR19	122	detail/nucleoplasm/WDR19/WDR19-evaluation.md	scored	184	6014	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
WDR20	122	detail/nucleoplasm/WDR20/WDR20-evaluation.md	scored	179	5714	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
WDR36	122	detail/nucleolus/WDR36/WDR36-evaluation.md	scored	179	5697	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=179 qa=False pkt=True
WDR45B	122	detail/nucleoplasm/WDR45B/WDR45B-evaluation.md	scored	180	5839	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
WDR46	122	detail/nucleolus/WDR46/WDR46-evaluation.md	scored	170	5608	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
WDR48	123	detail/nucleoplasm/WDR48/WDR48-evaluation.md	scored	173	5750	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
