gene	path	source	report_claim	evidence_exists	image_or_metadata_exists	image_embedded	old_todo_or_checklist_only	is_true_mismatch	is_audit_false_positive	needs_repair	reason
TIAM2	detail/nucleolus/TIAM2/TIAM2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TIAM2	detail/nucleolus/TIAM2/TIAM2-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
TIFA	detail/nucleolus/TIFA/TIFA-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TIFA	detail/nucleolus/TIFA/TIFA-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
TMOD2	detail/nucleolus/TMOD2/TMOD2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TMUB1	detail/nucleolus/TMUB1/TMUB1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TNIP2	detail/nucleolus/TNIP2/TNIP2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TNIP2	detail/nucleolus/TNIP2/TNIP2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TOE1	detail/nucleolus/TOE1/TOE1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TOE1	detail/nucleolus/TOE1/TOE1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TONSL	detail/nucleolus/TONSL/TONSL-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TONSL	detail/nucleolus/TONSL/TONSL-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TP53TG5	detail/nucleolus/TP53TG5/TP53TG5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TRA2A	detail/nucleolus/TRA2A/TRA2A-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TRAIP	detail/nucleolus/TRAIP/TRAIP-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TRIM41	detail/nucleolus/TRIM41/TRIM41-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TRIM61	detail/nucleolus/TRIM61/TRIM61-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TRMT10A	detail/nucleolus/TRMT10A/TRMT10A-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TRMT10A	detail/nucleolus/TRMT10A/TRMT10A-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TRMT1L	detail/nucleolus/TRMT1L/TRMT1L-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TRMT1L	detail/nucleolus/TRMT1L/TRMT1L-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TSEN2	detail/nucleolus/TSEN2/TSEN2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TSEN54	detail/nucleolus/TSEN54/TSEN54-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TSEN54	detail/nucleolus/TSEN54/TSEN54-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TSPAN6	detail/nucleolus/TSPAN6/TSPAN6-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TSPAN6	detail/nucleolus/TSPAN6/TSPAN6-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
TSPYL1	detail/nucleolus/TSPYL1/TSPYL1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TSR1	detail/nucleolus/TSR1/TSR1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TTC8	detail/nucleolus/TTC8/TTC8-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TTC8	detail/nucleolus/TTC8/TTC8-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
TXK	detail/nucleolus/TXK/TXK-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TXNL4B	detail/nucleolus/TXNL4B/TXNL4B-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TXNL4B	detail/nucleolus/TXNL4B/TXNL4B-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
UBXN8	detail/nucleolus/UBXN8/UBXN8-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
URB1	detail/nucleolus/URB1/URB1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
URB1	detail/nucleolus/URB1/URB1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
URB2	detail/nucleolus/URB2/URB2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
USO1	detail/nucleolus/USO1/USO1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
VPS51	detail/nucleolus/VPS51/VPS51-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
VWA5A	detail/nucleolus/VWA5A/VWA5A-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
VWA5A	detail/nucleolus/VWA5A/VWA5A-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
WDFY3	detail/nucleolus/WDFY3/WDFY3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
WDR12	detail/nucleolus/WDR12/WDR12-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
WDR3	detail/nucleolus/WDR3/WDR3-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
WDR3	detail/nucleolus/WDR3/WDR3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
WDR36	detail/nucleolus/WDR36/WDR36-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
WDR46	detail/nucleolus/WDR46/WDR46-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
WDR75	detail/nucleolus/WDR75/WDR75-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
XNDC1N	detail/nucleolus/XNDC1N/XNDC1N-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
YPEL2	detail/nucleolus/YPEL2/YPEL2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
YPEL4	detail/nucleolus/YPEL4/YPEL4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
YPEL4	detail/nucleolus/YPEL4/YPEL4-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
YWHAH	detail/nucleolus/YWHAH/YWHAH-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
YWHAH	detail/nucleolus/YWHAH/YWHAH-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
YY1AP1	detail/nucleolus/YY1AP1/YY1AP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
ZNRF2	detail/nucleolus/ZNRF2/ZNRF2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
A1CF	detail/nucleoplasm/A1CF/A1CF-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=4
A1CF	detail/nucleoplasm/A1CF/A1CF-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
AAMDC	detail/nucleoplasm/AAMDC/AAMDC-evaluation.md	HPA_IF	STALE_PATTERN	True	False	True	False	False	True	False	Image/evidence embedded
AAMDC	detail/nucleoplasm/AAMDC/AAMDC-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AARS1	detail/nucleoplasm/AARS1/AARS1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
AATK	detail/nucleoplasm/AATK/AATK-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
ABITRAM	detail/nucleoplasm/ABITRAM/ABITRAM-evaluation.md	HPA_IF	STALE_PATTERN	True	False	True	False	False	True	False	Image/evidence embedded
ABITRAM	detail/nucleoplasm/ABITRAM/ABITRAM-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ABLIM2	detail/nucleoplasm/ABLIM2/ABLIM2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
ABLIM3	detail/nucleoplasm/ABLIM3/ABLIM3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ABLIM3	detail/nucleoplasm/ABLIM3/ABLIM3-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ABTB2	detail/nucleoplasm/ABTB2/ABTB2-evaluation.md	HPA_IF	STALE_PATTERN	True	False	True	False	False	True	False	Image/evidence embedded
ABTB2	detail/nucleoplasm/ABTB2/ABTB2-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ACBD4	detail/nucleoplasm/ACBD4/ACBD4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ACBD4	detail/nucleoplasm/ACBD4/ACBD4-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ACIN1	detail/nucleoplasm/ACIN1/ACIN1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
ACIN1	detail/nucleoplasm/ACIN1/ACIN1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ACOT12	detail/nucleoplasm/ACOT12/ACOT12-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
ACOT12	detail/nucleoplasm/ACOT12/ACOT12-evaluation.md	PAE	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=1
ADARB2	detail/nucleoplasm/ADARB2/ADARB2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
ADARB2	detail/nucleoplasm/ADARB2/ADARB2-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ADAT1	detail/nucleoplasm/ADAT1/ADAT1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
ADAT1	detail/nucleoplasm/ADAT1/ADAT1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ADAT2	detail/nucleoplasm/ADAT2/ADAT2-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
ADAT2	detail/nucleoplasm/ADAT2/ADAT2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ADAT3	detail/nucleoplasm/ADAT3/ADAT3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ADAT3	detail/nucleoplasm/ADAT3/ADAT3-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ADIRF	detail/nucleoplasm/ADIRF/ADIRF-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
ADIRF	detail/nucleoplasm/ADIRF/ADIRF-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ADPRM	detail/nucleoplasm/ADPRM/ADPRM-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ADPRM	detail/nucleoplasm/ADPRM/ADPRM-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ADPRS	detail/nucleoplasm/ADPRS/ADPRS-evaluation.md	HPA_IF	STALE_PATTERN	True	False	True	False	False	True	False	Image/evidence embedded
ADPRS	detail/nucleoplasm/ADPRS/ADPRS-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AFF3	detail/nucleoplasm/AFF3/AFF3-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=4
AFF3	detail/nucleoplasm/AFF3/AFF3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
AFMID	detail/nucleoplasm/AFMID/AFMID-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AGAP2	detail/nucleoplasm/AGAP2/AGAP2-evaluation.md	HPA_IF	STALE_PATTERN	True	False	True	False	False	True	False	Image/evidence embedded
AGAP2	detail/nucleoplasm/AGAP2/AGAP2-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AHDC1	detail/nucleoplasm/AHDC1/AHDC1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
AHDC1	detail/nucleoplasm/AHDC1/AHDC1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
AIRIM	detail/nucleoplasm/AIRIM/AIRIM-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AIRIM	detail/nucleoplasm/AIRIM/AIRIM-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AK9	detail/nucleoplasm/AK9/AK9-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
AK9	detail/nucleoplasm/AK9/AK9-evaluation.md	PAE	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=1
AKAP13	detail/nucleoplasm/AKAP13/AKAP13-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
AKAP8L	detail/nucleoplasm/AKAP8L/AKAP8L-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
AKAP8L	detail/nucleoplasm/AKAP8L/AKAP8L-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
AKIP1	detail/nucleoplasm/AKIP1/AKIP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AKIP1	detail/nucleoplasm/AKIP1/AKIP1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AKIRIN1	detail/nucleoplasm/AKIRIN1/AKIRIN1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AKIRIN1	detail/nucleoplasm/AKIRIN1/AKIRIN1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ALKBH2	detail/nucleoplasm/ALKBH2/ALKBH2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
